JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),           Gen1,           ISS1,     EPI(g/m2),     SED(Organic matter in sediments g/m3),    SEDP(OrgP in sediments gP/m3),    SEDN(OrgN in sediments gN/m3),    SEDC(OrgCSediments gC/m3),PLIM_ALG1           ,PLIM_ALG2           ,PLIM_ALG3           ,NLIM_ALG1           ,NLIM_ALG2           ,NLIM_ALG3           ,LLIM_ALG1           ,LLIM_ALG2           ,LLIM_ALG3           ,EPLIM_1,ENLIM_1,ELLIM_1,
     2.000,   780.555,   467.270,     8.854,     0.015,     0.000,     0.000,     0.450,    45.170,   624.100,     1.000,     8.854,  -261.009,     0.000,   228.112,   348.486,    79.926,    60.709,     0.000,         1.000,         0.000,         9.039,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.100,   778.122,   467.201,     8.812,     0.017,     0.000,     0.000,     0.450,    45.101,   624.100,     1.000,     8.839,  -265.080,     0.000,   228.677,   348.404,    83.075,    62.278,     0.000,         1.100,         0.000,         8.948,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.200,   775.694,   467.130,     8.834,     0.018,     0.000,   666.812,     0.450,    45.030,   624.100,     1.000,     8.836,   358.845,   629.068,   229.337,   348.336,    86.991,    64.232,     0.000,         1.200,         0.000,         8.858,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.726,
     2.301,   773.240,   467.059,     8.835,     0.016,     0.000,     0.000,     0.450,    44.959,   624.100,     1.000,     8.835,  -276.598,     0.000,   230.010,   348.437,    91.578,    66.593,     0.000,         1.301,         0.000,         8.768,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.400,   770.828,   466.988,     8.831,     0.016,     0.000,   447.958,     0.450,    44.888,   624.100,     1.000,     8.832,   139.951,   422.602,   230.678,   348.343,    96.157,    68.830,     0.000,         1.400,         0.000,         8.681,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.936,
     2.500,   768.402,   466.919,     8.811,     0.015,     0.000,     0.000,     0.450,    44.819,   624.100,     1.000,     8.822,  -289.455,     0.000,   231.357,   348.305,   101.212,    71.295,     0.000,         1.499,         0.000,         8.594,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.600,   765.968,   466.848,     8.773,     0.016,     0.000,     0.000,     0.450,    44.748,   624.100,     1.000,     8.805,  -296.722,     0.000,   232.043,   348.261,   106.622,    73.881,     0.000,         1.600,         0.000,         8.507,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.701,   763.517,   466.778,     8.790,     0.016,     0.000,     0.000,     0.450,    44.678,   624.100,     1.000,     8.795,  -304.987,     0.000,   232.794,   348.185,   112.835,    76.761,     0.000,         1.700,         0.000,         8.421,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.800,   761.111,   466.710,     8.773,     0.016,     0.000,     0.000,     0.450,    44.610,   624.100,     1.000,     8.782,  -312.318,     0.000,   233.437,   348.108,   118.387,    79.261,     0.000,         1.799,         0.000,         8.337,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.901,   758.654,   466.638,     8.762,     0.016,     0.000,     0.000,     0.450,    44.538,   624.100,     1.000,     8.762,  -321.302,     0.000,   234.199,   348.010,   125.241,    82.249,     0.000,         1.900,         0.000,         8.252,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.000,   756.250,   466.569,     8.752,     0.016,     0.000,     0.000,     0.450,    44.469,   624.100,     1.000,     8.753,  -330.212,     0.000,   234.910,   347.961,   132.018,    85.143,     0.000,         1.999,         0.000,         8.170,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.100,   753.819,   466.499,     8.721,     0.015,     0.000,     0.000,     0.450,    44.399,   607.700,     1.000,     8.727,  -323.059,     0.000,   236.192,   347.613,   129.592,    82.046,     0.000,         2.099,         0.000,         8.088,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.201,   751.362,   466.425,     8.691,     0.015,     0.000,     0.000,     0.450,    44.325,   607.700,     1.000,     8.698,  -316.876,     0.000,   237.496,   347.458,   127.584,    79.330,     0.000,         2.200,         0.000,         8.006,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.301,   748.942,   466.352,     8.678,     0.016,     0.000,     0.000,     0.450,    44.252,   607.700,     1.000,     8.684,  -312.805,     0.000,   238.720,   347.638,   126.445,    77.443,     0.000,         2.299,         0.000,         7.926,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.400,   746.527,   466.279,     8.663,     0.016,     0.000,     0.000,     0.450,    44.179,   607.700,     1.000,     8.664,  -306.323,     0.000,   240.173,   347.522,   124.334,    74.640,     0.000,         2.398,         0.000,         7.847,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.500,   744.097,   466.206,     8.654,     0.016,     0.000,     0.000,     0.450,    44.106,   607.700,     1.000,     8.655,  -300.675,     0.000,   241.548,   347.496,   122.526,    72.201,     0.000,         2.498,         0.000,         7.768,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.601,   741.640,   466.131,     8.620,     0.015,     0.000,   495.380,     0.450,    44.031,   607.700,     1.000,     8.636,   174.584,   467.339,   242.939,   347.031,   119.699,    68.964,     0.000,         2.599,         0.000,         7.689,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.907,
     3.700,   739.236,   466.057,     8.609,     0.017,     0.000,     0.000,     0.450,    43.957,   607.700,     1.000,     8.617,  -288.192,     0.000,   244.362,   347.234,   118.343,    66.978,     0.000,         2.698,         0.000,         7.612,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.801,   736.792,   465.983,     8.596,     0.016,     0.000,     0.000,     0.450,    43.883,   607.700,     1.000,     8.605,  -283.313,     0.000,   245.696,   347.298,   116.784,    64.927,     0.000,         2.799,         0.000,         7.535,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.901,   715.200,   465.912,     8.593,     0.015,     0.000,     0.000,     0.450,    43.812,   607.700,     1.000,     8.593,  -276.689,     0.000,   247.263,   347.190,   114.533,    62.229,     0.000,         2.898,         0.000,         7.459,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.000,   698.607,   465.842,     8.576,     0.015,     0.000,     0.000,     0.450,    43.742,   607.700,     1.000,     8.579,  -270.588,     0.000,   248.758,   347.120,   112.455,    59.769,     0.000,         2.997,         0.000,         7.385,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.101,   660.341,   465.770,     8.562,     0.017,     0.000,     0.000,     0.450,    43.670,   607.700,     1.000,     8.559,  -266.594,     0.000,   249.380,   347.097,   108.567,    60.310,     0.000,         3.098,         0.000,         7.310,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.201,   645.542,   465.701,     8.538,     0.015,     0.000,     0.000,     0.450,    43.601,   607.700,     1.000,     8.538,  -261.683,     0.000,   250.035,   346.919,   104.217,    60.583,     0.000,         3.198,         0.000,         7.237,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.300,   613.516,   465.641,     8.531,     0.015,     0.000,   393.187,     0.450,    43.541,   607.700,     1.000,     8.533,   113.649,   370.931,   250.730,   346.869,   100.063,    61.079,     0.000,         3.297,         0.000,         7.165,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.987,
     4.401,   591.438,   465.579,     8.512,     0.014,     0.000,   259.734,     0.450,    43.479,   607.700,     1.000,     8.518,    -7.096,   245.032,   251.444,   346.672,    95.618,    61.282,     0.000,         3.397,         0.000,         7.092,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.943,
     4.500,   559.139,   465.508,     8.507,     0.016,     0.000,   328.775,     0.450,    43.408,   591.300,     1.000,     8.507,    61.924,   310.165,   252.197,   346.762,    91.688,    61.988,     0.000,         3.496,         0.000,         7.021,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.988,
     4.600,   530.371,   465.430,     8.473,     0.016,     0.000,     0.000,     0.450,    43.330,   591.300,     1.000,     8.486,  -243.278,     0.000,   252.990,   346.665,    87.254,    62.349,     0.000,         3.596,         0.000,         6.951,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.701,   493.898,   465.353,     8.471,     0.015,     0.000,     0.000,     0.450,    43.253,   591.300,     1.000,     8.471,  -238.339,     0.000,   253.812,   346.591,    82.827,    62.733,     0.000,         3.697,         0.000,         6.880,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.801,   502.288,   465.281,     8.450,     0.014,     0.000,     0.000,     0.450,    43.181,   591.300,     1.000,     8.459,  -232.448,     0.000,   254.681,   346.358,    77.934,    62.837,     0.000,         3.797,         0.000,         6.811,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.900,   446.511,   465.209,     8.444,     0.017,     0.000,   468.388,     0.450,    43.109,   591.300,     1.000,     8.444,   213.778,   441.876,   255.561,   346.450,    73.736,    63.473,     0.000,         3.895,         0.000,         6.743,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.937,
     5.000,   401.752,   465.126,     8.428,     0.016,     0.000,     0.000,     0.450,    43.026,   591.300,     1.000,     8.428,  -222.578,     0.000,   256.520,   346.373,    68.897,    63.828,     0.000,         3.995,         0.000,         6.675,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.101,   367.450,   465.044,     8.406,     0.018,     0.000,     0.000,     0.450,    42.944,   591.300,     1.000,     8.406,  -218.083,     0.000,   256.395,   346.271,    67.007,    61.201,     0.000,         4.096,         0.000,         6.608,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.200,   328.212,   464.956,     8.388,     0.017,     0.000,     0.000,     0.450,    42.856,   591.300,     1.000,     8.388,  -213.778,     0.000,   256.267,   346.177,    65.173,    58.695,     0.000,         4.195,         0.000,         6.542,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.301,   521.913,   464.870,     8.364,     0.018,     0.000,     0.000,     0.450,    42.770,   591.300,     1.000,     8.369,  -209.358,     0.000,   256.140,   346.013,    63.266,    56.220,     0.000,         4.295,         0.000,         6.475,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.401,   158.959,   464.784,     8.354,     0.027,     0.000,   130.080,     0.450,    42.684,   591.300,     1.000,     8.356,   -82.938,   122.717,   256.009,   346.008,    61.631,    54.025,     0.000,         4.395,         0.000,         6.411,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.656,
     5.500,   338.169,   464.702,     8.343,     0.019,     0.000,   151.098,     0.450,    42.602,   591.300,     1.000,     8.343,   -59.416,   142.546,   255.881,   345.943,    59.984,    51.916,     0.000,         4.494,         0.000,         6.347,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.728,
     5.601,   390.233,   464.623,     8.327,     0.018,     0.000,     0.000,     0.450,    42.523,   591.300,     1.000,     8.330,  -198.451,     0.000,   255.754,   345.877,    58.399,    49.928,     0.000,         4.594,         0.000,         6.282,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.701,   139.909,   464.550,     8.309,     0.017,     0.000,     0.000,     0.450,    42.450,   591.300,     1.000,     8.315,  -195.124,     0.000,   255.626,   345.820,    56.880,    48.050,     0.000,         4.694,         0.000,         6.219,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.800,   218.293,   464.465,     8.302,     0.017,     0.000,     0.000,     0.450,    42.365,   576.200,     1.000,     8.302,  -192.020,     0.000,   255.499,   345.758,    55.450,    46.311,     0.000,         4.793,         0.000,         6.157,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.901,   329.898,   464.375,     8.289,     0.019,     0.000,     0.000,     0.450,    42.275,   576.200,     1.000,     8.289,  -189.083,     0.000,   255.373,   345.686,    54.090,    44.681,     0.000,         4.893,         0.000,         6.095,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.000,   153.900,   464.295,     8.277,     0.018,     0.000,     0.000,     0.450,    42.195,   576.200,     1.000,     8.279,  -186.334,     0.000,   255.243,   345.634,    52.803,    43.140,     0.000,         4.992,         0.000,         6.034,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.100,   151.144,   464.217,     8.266,     0.017,     0.000,   324.912,     0.450,    42.117,   576.200,     1.000,     8.266,   121.409,   306.521,   255.431,   345.580,    52.839,    42.124,     0.000,         5.091,         0.000,         5.973,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.995,
     6.201,   115.627,   464.136,     8.251,     0.018,     0.000,     0.000,     0.450,    42.036,   576.200,     1.000,     8.252,  -183.804,     0.000,   255.631,   345.507,    52.858,    41.071,     0.000,         5.192,         0.000,         5.913,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.300,    71.795,   464.050,     8.236,     0.018,     0.000,   123.238,     0.450,    41.950,   576.200,     1.000,     8.240,   -66.298,   116.263,   255.836,   345.450,    52.896,    40.050,     0.000,         5.291,         0.000,         5.854,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.704,
     6.400,    22.876,   463.963,     8.229,     0.019,     0.000,     0.000,     0.450,    41.863,   576.200,     1.000,     8.230,  -181.321,     0.000,   256.047,   345.397,    52.939,    39.032,     0.000,         5.390,         0.000,         5.795,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.500,   204.840,   463.888,     8.217,     0.018,     0.000,     0.000,     0.450,    41.788,   576.200,     1.000,     8.218,  -180.006,     0.000,   256.261,   345.317,    52.945,    38.004,     0.000,         5.490,         0.000,         5.737,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.601,   197.994,   463.810,     8.201,     0.019,     0.000,     0.000,     0.450,    41.710,   576.200,     1.000,     8.203,  -178.710,     0.000,   256.486,   345.252,    52.972,    36.972,     0.000,         5.590,         0.000,         5.679,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.700,   153.900,   463.727,     8.192,     0.017,     0.000,   399.092,     0.450,    41.627,   576.200,     1.000,     8.192,   198.987,   376.502,   256.713,   345.213,    53.030,    35.986,     0.000,         5.689,         0.000,         5.622,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.986,
     6.801,   153.900,   463.654,     8.178,     0.018,     0.000,     0.000,     0.450,    41.554,   576.200,     1.000,     8.178,  -176.197,     0.000,   256.952,   345.145,    53.051,    34.954,     0.000,         5.789,         0.000,         5.565,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.900,    40.527,   463.575,     8.170,     0.017,     0.000,     0.000,     0.450,    41.475,   576.200,     1.000,     8.170,  -174.990,     0.000,   257.193,   345.106,    53.109,    33.968,     0.000,         5.888,         0.000,         5.510,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.000,    36.842,   463.500,     8.158,     0.017,     0.000,     0.000,     0.450,    41.400,   562.300,     1.000,     8.158,  -173.714,     0.000,   257.442,   345.049,    53.143,    32.964,     0.000,         5.988,         0.000,         5.454,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.101,    78.975,   463.418,     8.150,     0.018,     0.000,     0.000,     0.450,    41.318,   562.300,     1.000,     8.150,  -171.698,     0.000,   256.610,   345.008,    51.589,    31.711,     0.000,         6.088,         0.000,         5.399,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.201,   108.204,   463.328,     8.138,     0.018,     0.000,     0.000,     0.450,    41.228,   562.300,     1.000,     8.138,  -169.626,     0.000,   255.824,   344.951,    50.026,    30.473,     0.000,         6.187,         0.000,         5.345,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.300,   105.115,   463.253,     8.129,     0.017,     0.000,   131.551,     0.450,    41.153,   562.300,     1.000,     8.129,   -43.447,   124.105,   255.081,   344.899,    48.474,    29.261,     0.000,         6.286,         0.000,         5.292,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.711,
     7.401,    95.040,   463.178,     8.120,     0.018,     0.000,   577.997,     0.450,    41.078,   562.300,     1.000,     8.121,   379.847,   545.280,   254.375,   344.844,    46.907,    28.057,     0.000,         6.386,         0.000,         5.238,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.835,
     7.500,   531.303,   463.098,     8.112,     0.019,     0.000,     0.000,     0.450,    40.998,   562.300,     1.000,     8.115,  -163.484,     0.000,   253.739,   344.825,    45.445,    26.954,     0.000,         6.484,         0.000,         5.186,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.600,   644.444,   463.015,     8.107,     0.018,     0.000,     0.000,     0.450,    40.915,   562.300,     1.000,     8.107,  -161.385,     0.000,   253.112,   344.798,    43.896,    25.803,     0.000,         6.585,         0.000,         5.134,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.701,   641.994,   462.937,     8.099,     0.018,     0.000,   191.068,     0.450,    40.837,   562.300,     1.000,     8.101,    21.052,   180.253,   252.544,   344.739,    42.342,    24.663,     0.000,         6.685,         0.000,         5.082,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.802,
