JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),           Gen1,           ISS1,     EPI(g/m2),     SED(Organic matter in sediments g/m3),    SEDP(OrgP in sediments gP/m3),    SEDN(OrgN in sediments gN/m3),    SEDC(OrgCSediments gC/m3),PLIM_ALG1           ,PLIM_ALG2           ,PLIM_ALG3           ,NLIM_ALG1           ,NLIM_ALG2           ,NLIM_ALG3           ,LLIM_ALG1           ,LLIM_ALG2           ,LLIM_ALG3           ,EPLIM_1,ENLIM_1,ELLIM_1,
     2.701,   763.517,   466.779,     8.456,    -0.005,   116.913,     0.000,     0.450,    21.449,   350.800,     1.000,     8.453,  -297.480,     0.000,   232.794,   346.539,   109.626,    74.110,     0.000,         1.699,         0.000,         8.421,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.800,   761.111,   466.710,     8.414,    -0.010,   114.224,     0.000,     0.450,    21.380,   350.800,     1.000,     8.420,  -303.977,     0.000,   233.437,   346.351,   114.784,    76.279,     0.000,         1.797,         0.000,         8.337,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.901,   758.654,   466.638,     8.369,    -0.014,   111.492,     0.000,     0.450,    21.308,   350.800,     1.000,     8.369,  -311.742,     0.000,   234.199,   346.091,   121.065,    78.786,     0.000,         1.898,         0.000,         8.252,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.000,   756.250,   466.569,     8.342,    -0.019,   111.133,     0.000,     0.450,    21.239,   350.800,     1.000,     8.342,  -319.738,     0.000,   234.910,   345.950,   127.394,    81.304,     0.000,         1.997,         0.000,         8.170,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.100,   753.819,   466.500,     8.269,     0.018,   108.730,     0.000,     0.450,    21.170,   330.500,     1.000,     8.277,  -311.672,     0.000,   236.192,   345.418,   124.582,    77.864,     0.000,         2.097,         0.000,         8.088,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.201,   751.362,   466.426,     8.193,    -0.002,   109.318,     0.000,     0.450,    21.096,   330.500,     1.000,     8.204,  -304.420,     0.000,   237.496,   345.050,   122.115,    74.750,     0.000,         2.197,         0.000,         8.006,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.301,   748.942,   466.352,     8.164,     0.009,   111.657,     0.000,     0.450,    21.022,   330.500,     1.000,     8.165,  -299.756,     0.000,   238.720,   345.111,   120.714,    72.651,     0.000,         2.296,         0.000,         7.926,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.400,   746.527,   466.280,     8.112,    -0.042,   108.743,     0.000,     0.450,    20.950,   330.500,     1.000,     8.112,  -292.151,     0.000,   240.173,   344.769,   118.123,    69.432,     0.000,         2.395,         0.000,         7.847,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.500,   744.097,   466.206,     8.089,    -0.007,   107.601,     0.000,     0.450,    20.876,   330.500,     1.000,     8.083,  -286.405,     0.000,   241.548,   344.717,   116.277,    66.959,     0.000,         2.495,         0.000,         7.768,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.601,   741.640,   466.131,     8.026,    -0.005,   110.871,   495.380,     0.450,    20.801,   330.500,     1.000,     8.034,   189.304,   467.339,   242.939,   344.153,   113.278,    63.543,     0.000,         2.596,         0.000,         7.689,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.907,
     3.700,   739.236,   466.058,     7.982,    -0.031,   111.577,     0.000,     0.450,    20.728,   330.500,     1.000,     7.982,  -272.638,     0.000,   244.362,   344.188,   111.556,    61.257,     0.000,         2.694,         0.000,         7.612,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.801,   736.792,   465.984,     7.903,    -0.037,   108.403,     0.000,     0.450,    20.654,   330.500,     1.000,     7.944,  -266.958,     0.000,   245.696,   344.088,   109.651,    58.913,     0.000,         2.794,         0.000,         7.535,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.901,   715.200,   465.913,     7.907,     0.010,   104.349,     0.000,     0.450,    20.583,   330.500,     1.000,     7.907,  -259.589,     0.000,   247.263,   343.824,   107.089,    55.939,     0.000,         2.894,         0.000,         7.459,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.000,   698.607,   465.845,     7.863,    -0.008,    93.980,     0.000,     0.450,    20.515,   330.500,     1.000,     7.866,  -252.864,     0.000,   248.758,   343.622,   104.751,    53.249,     0.000,         2.993,         0.000,         7.385,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.101,   660.341,   465.771,     7.817,    -0.024,   104.713,     0.000,     0.450,    20.441,   330.500,     1.000,     7.811,  -248.236,     0.000,   249.380,   343.442,   100.608,    53.565,     0.000,         3.093,         0.000,         7.310,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.201,   645.542,   465.702,     7.752,     0.014,   109.341,     0.000,     0.450,    20.372,   330.500,     1.000,     7.752,  -242.524,     0.000,   250.035,   343.069,    95.943,    53.548,     0.000,         3.192,         0.000,         7.237,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.300,   613.516,   465.641,     7.726,    -0.002,   100.608,   393.187,     0.450,    20.311,   330.500,     1.000,     7.729,   133.143,   370.931,   250.730,   342.919,    91.667,    53.932,     0.000,         3.290,         0.000,         7.165,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.987,
     4.401,   591.438,   465.579,     7.676,    -0.042,    98.659,   259.734,     0.450,    20.249,   330.500,     1.000,     7.683,    12.762,   245.032,   251.444,   342.611,    87.097,    54.006,     0.000,         3.390,         0.000,         7.092,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.942,
     4.500,   559.139,   465.508,     7.639,     0.002,   107.424,   328.775,     0.450,    20.178,   310.300,     1.000,     7.639,    82.655,   310.165,   252.197,   342.488,    82.812,    54.407,     0.000,         3.488,         0.000,         7.021,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.988,
     4.600,   530.371,   465.428,     7.551,     0.009,   102.783,     0.000,     0.450,    20.098,   310.300,     1.000,     7.563,  -221.575,     0.000,   252.990,   342.150,    77.995,    54.420,     0.000,         3.587,         0.004,         6.951,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.701,   493.898,   465.355,     7.487,    -0.013,    91.482,     0.000,     0.450,    20.025,   310.300,     1.000,     7.477,  -215.445,     0.000,   253.812,   341.786,    73.095,    54.376,     0.000,         3.686,         0.006,         6.880,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.801,   502.288,   465.281,     7.417,    -0.041,    90.423,     0.000,     0.450,    19.951,   310.300,     1.000,     7.371,  -208.935,     0.000,   254.681,   341.377,    67.981,    54.257,     0.000,         3.783,         0.010,         6.811,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.900,   446.511,   465.209,     7.302,    -0.035,   113.830,   468.388,     0.450,    19.879,   310.300,     1.000,     7.215,   239.927,   441.876,   255.561,   340.862,    62.707,    53.940,     0.000,         3.878,         0.023,         6.743,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.937,
     5.000,   401.752,   465.123,     7.206,    -0.005,   110.656,     0.000,     0.450,    19.793,   310.300,     1.000,     7.020,  -194.892,     0.000,   256.520,   340.402,    57.266,    53.743,     0.000,         3.975,         0.024,         6.675,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.101,   367.450,   465.042,     7.049,    -0.025,   112.099,     0.000,     0.450,    19.712,   310.300,     1.000,     6.827,  -188.454,     0.000,   256.395,   339.654,    54.712,    50.483,     0.000,         4.071,         0.034,         6.608,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.200,   328.212,   464.956,     6.911,    -0.021,   101.296,     0.000,     0.450,    19.626,   310.300,     1.000,     6.628,  -182.628,     0.000,   256.267,   338.979,    52.405,    47.512,     0.000,         4.164,         0.040,         6.542,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.301,   521.913,   464.871,     6.787,    -0.002,   105.970,     0.000,     0.450,    19.541,   310.300,     1.000,     6.410,  -177.466,     0.000,   256.140,   338.392,    50.355,    44.859,     0.000,         4.260,         0.045,         6.476,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.401,   158.959,   464.778,     6.682,    -0.022,    53.235,   130.080,     0.450,    19.448,   310.300,     1.000,     6.251,   -49.969,   122.717,   256.009,   337.861,    48.447,    42.387,     0.000,         4.353,         0.049,         6.411,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.656,
     5.500,   338.169,   464.706,     6.560,    -0.006,    89.065,   151.098,     0.451,    19.376,   310.300,     1.000,     6.109,   -25.446,   142.546,   255.881,   337.275,    46.570,    40.027,     0.000,         4.444,         0.054,         6.347,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.728,
     5.601,   390.233,   464.626,     6.455,     0.005,   144.338,     0.000,     0.451,    19.296,   310.300,     1.000,     5.941,  -163.926,     0.000,   255.754,   336.790,    44.935,    37.954,     0.000,         4.538,         0.057,         6.282,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.701,   139.909,   464.535,     6.319,    -0.009,   103.511,     0.000,     0.451,    19.205,   310.300,     1.000,     5.788,  -159.437,     0.000,   255.626,   336.135,    43.145,    35.782,     0.000,         4.626,         0.062,         6.219,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.800,   218.293,   464.455,     6.236,    -0.010,    89.116,     0.000,     0.451,    19.125,   293.800,     1.000,     5.671,  -156.096,     0.000,   255.499,   335.726,    41.793,    34.077,     0.000,         4.718,         0.061,         6.157,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.901,   329.898,   464.379,     6.146,    -0.003,   118.904,     0.000,     0.451,    19.049,   293.800,     1.000,     5.545,  -152.931,     0.000,   255.373,   335.309,    40.514,    32.482,     0.000,         4.811,         0.063,         6.095,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.000,   153.900,   464.295,     6.057,    -0.008,    96.581,     0.000,     0.451,    18.965,   293.800,     1.000,     5.420,  -149.799,     0.000,   255.243,   334.858,    39.255,    30.928,     0.000,         4.899,         0.065,         6.034,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.100,   151.144,   464.209,     5.932,     0.000,   136.887,   324.912,     0.451,    18.879,   293.800,     1.000,     5.282,   159.725,   306.521,   255.431,   334.257,    38.669,    29.301,     0.000,         4.983,         0.069,         5.973,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.995,
     6.201,   115.627,   464.123,     5.785,    -0.001,   136.748,     0.000,     0.451,    18.793,   293.800,     1.000,     5.130,  -143.521,     0.000,   255.631,   333.579,    38.006,    27.567,     0.000,         5.066,         0.072,         5.913,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.300,    71.795,   464.048,     5.645,    -0.011,    90.966,   123.238,     0.451,    18.718,   293.800,     1.000,     4.967,   -23.961,   116.263,   255.836,   332.890,    37.334,    25.835,     0.000,         5.150,         0.073,         5.854,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.704,
     6.400,    22.876,   463.972,     5.497,    -0.002,   121.829,     0.000,     0.451,    18.642,   293.800,     1.000,     4.804,  -136.857,     0.000,   256.047,   332.180,    36.646,    24.079,     0.000,         5.227,         0.075,         5.795,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.500,   204.840,   463.878,     5.257,    -0.008,    90.647,     0.000,     0.451,    18.548,   293.800,     1.000,     4.628,  -132.154,     0.000,   256.261,   331.056,    35.492,    21.867,     0.000,         5.265,         0.097,         5.737,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.601,   197.994,   463.809,     4.928,     0.000,    97.171,     0.000,     0.451,    18.479,   293.800,     1.000,     4.402,  -126.031,     0.000,   256.486,   329.502,    33.878,    19.138,     0.000,         5.268,         0.137,         5.679,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.700,   153.900,   463.729,     4.618,    -0.001,    91.731,   399.092,     0.452,    18.399,   293.800,     1.000,     4.175,   256.378,   376.502,   256.713,   328.001,    32.351,    16.486,     0.000,         5.240,         0.179,         5.622,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.986,
     6.801,   153.900,   463.653,     4.158,     0.007,   106.218,     0.000,     0.452,    18.323,   293.800,     1.000,     3.917,  -112.215,     0.000,   256.952,   325.878,    30.190,    13.098,     0.000,         5.135,         0.245,         5.565,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.900,    40.527,   463.577,     3.653,     0.011,   125.219,     0.000,     0.454,    18.247,   293.800,     1.000,     3.676,  -103.469,     0.000,   257.193,   323.477,    27.793,     9.393,     0.000,         4.891,         0.361,         5.510,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.000,    36.842,   463.500,     3.422,     0.008,   111.686,     0.000,     0.454,    18.170,   281.200,     1.000,     3.463,   -98.995,     0.000,   257.442,   322.398,    26.815,     7.224,     0.000,         4.817,         0.384,         5.455,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.101,    78.975,   463.414,     3.265,     0.013,   108.220,     0.000,     0.454,    18.084,   281.200,     1.000,     3.312,   -95.258,     0.000,   256.610,   321.670,    24.803,     5.396,     0.000,         4.715,         0.417,         5.400,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.201,   108.204,   463.335,     3.140,    -0.000,    47.759,     0.000,     0.454,    18.005,   281.200,     1.000,     3.218,   -91.996,     0.000,   255.824,   321.089,    22.958,     3.773,     0.000,         4.697,         0.407,         5.346,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.300,   105.115,   463.253,     3.061,     0.021,   154.195,   131.551,     0.454,    17.923,   281.200,     1.000,     3.174,    34.726,   124.105,   255.081,   320.716,    21.330,     2.415,     0.000,         4.672,         0.384,         5.293,     0.003,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.710,
     7.401,    95.040,   463.172,     3.035,     0.007,   104.941,   577.997,     0.454,    17.842,   281.200,     1.000,     3.168,   457.899,   545.280,   254.375,   320.552,    19.898,     1.307,     0.000,         4.640,         0.371,         5.240,     0.003,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.834,
     7.500,   531.303,   463.090,     3.092,     0.026,    98.066,     0.000,     0.454,    17.760,   281.200,     1.000,     3.177,   -86.902,     0.000,   253.739,   320.870,    18.979,     0.791,     0.000,         4.566,         0.388,         5.188,     0.003,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.600,   644.444,   463.015,     3.091,     0.028,   106.022,     0.000,     0.454,    17.685,   281.200,     1.000,     3.186,   -85.285,     0.000,   253.112,   320.859,    17.668,    -0.130,     0.000,         4.499,         0.386,         5.136,     0.003,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.701,   641.994,   462.936,     3.124,     0.029,   111.076,   191.068,     0.454,    17.606,   281.200,     1.000,     3.201,    96.133,   180.253,   252.544,   320.995,    16.524,    -0.855,     0.000,         4.440,         0.377,         5.084,     0.003,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.801,
