JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),           Gen1,           ISS1,     EPI(g/m2),     SED(Organic matter in sediments g/m3),    SEDP(OrgP in sediments gP/m3),    SEDN(OrgN in sediments gN/m3),    SEDC(OrgCSediments gC/m3),PLIM_ALG1           ,PLIM_ALG2           ,PLIM_ALG3           ,NLIM_ALG1           ,NLIM_ALG2           ,NLIM_ALG3           ,LLIM_ALG1           ,LLIM_ALG2           ,LLIM_ALG3           ,EPLIM_1,ENLIM_1,ELLIM_1,
     5.701,   139.909,   464.549,     8.219,    -0.003,   168.980,     0.000,     0.450,    31.339,   816.200,     1.000,     8.224,  -193.458,     0.000,   255.626,   345.374,    56.218,    47.492,     0.000,         4.693,         0.000,         6.219,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.800,   218.293,   464.463,     8.203,    -0.004,   148.210,     0.000,     0.450,    31.253,   803.700,     1.000,     8.206,  -190.256,     0.000,   255.499,   345.273,    54.757,    45.726,     0.000,         4.792,         0.000,         6.157,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.901,   329.898,   464.375,     8.185,    -0.004,   151.912,     0.000,     0.450,    31.165,   803.700,     1.000,     8.187,  -187.315,     0.000,   255.373,   345.186,    53.402,    44.099,     0.000,         4.892,         0.000,         6.095,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.000,   153.900,   464.295,     8.167,    -0.002,   184.800,     0.000,     0.450,    31.085,   803.700,     1.000,     8.171,  -184.453,     0.000,   255.243,   345.088,    52.081,    42.528,     0.000,         4.991,         0.000,         6.034,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.100,   151.144,   464.216,     8.151,    -0.005,   152.535,   324.912,     0.450,    31.006,   803.700,     1.000,     8.151,   123.362,   306.521,   255.431,   345.012,    52.089,    41.489,     0.000,         5.091,         0.000,         5.973,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.995,
     6.201,   115.627,   464.134,     8.126,    -0.002,   203.524,     0.000,     0.450,    30.924,   803.700,     1.000,     8.129,  -181.737,     0.000,   255.631,   344.905,    52.065,    40.399,     0.000,         5.191,         0.000,         5.913,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.300,    71.795,   464.049,     8.106,    -0.005,   143.195,   123.238,     0.450,    30.839,   803.700,     1.000,     8.109,   -64.103,   116.263,   255.836,   344.810,    52.055,    39.336,     0.000,         5.290,         0.000,         5.854,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.704,
     6.400,    22.876,   463.964,     8.092,    -0.004,   150.775,     0.000,     0.450,    30.754,   803.700,     1.000,     8.091,  -179.003,     0.000,   256.047,   344.721,    52.052,    38.278,     0.000,         5.389,         0.000,         5.795,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.500,   204.840,   463.887,     8.070,    -0.005,   191.106,     0.000,     0.450,    30.677,   803.700,     1.000,     8.072,  -177.559,     0.000,   256.261,   344.603,    52.009,    37.208,     0.000,         5.489,         0.000,         5.737,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.601,   197.994,   463.809,     8.045,    -0.007,   156.410,     0.000,     0.450,    30.599,   803.700,     1.000,     8.047,  -176.118,     0.000,   256.486,   344.495,    51.981,    36.128,     0.000,         5.589,         0.000,         5.679,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.700,   153.900,   463.728,     8.028,    -0.007,   157.465,   399.092,     0.450,    30.518,   803.700,     1.000,     8.027,   201.742,   376.502,   256.713,   344.407,    51.978,    35.090,     0.000,         5.688,         0.000,         5.622,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.986,
     6.801,   153.900,   463.654,     8.004,    -0.007,   160.753,     0.000,     0.450,    30.444,   803.700,     1.000,     8.004,  -173.303,     0.000,   256.952,   344.297,    51.947,    34.011,     0.000,         5.788,         0.000,         5.565,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.900,    40.527,   463.576,     7.989,    -0.005,   177.241,     0.000,     0.450,    30.366,   803.700,     1.000,     7.987,  -171.978,     0.000,   257.193,   344.223,    51.961,    32.988,     0.000,         5.886,         0.000,         5.510,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.000,    36.842,   463.501,     7.968,    -0.006,   171.826,     0.000,     0.450,    30.291,   794.700,     1.000,     7.965,  -170.545,     0.000,   257.442,   344.119,    51.936,    31.932,     0.000,         5.986,         0.000,         5.454,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.101,    78.975,   463.417,     7.953,    -0.008,   147.285,     0.000,     0.450,    30.207,   794.700,     1.000,     7.946,  -168.445,     0.000,   256.610,   344.047,    50.353,    30.654,     0.000,         6.085,         0.000,         5.399,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.201,   108.204,   463.325,     7.931,    -0.013,    78.890,     0.000,     0.450,    30.115,   794.700,     1.000,     7.922,  -166.221,     0.000,   255.824,   343.939,    48.737,    29.369,     0.000,         6.184,         0.000,         5.345,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.300,   105.115,   463.252,     7.913,    -0.007,   150.374,   131.551,     0.450,    30.042,   794.700,     1.000,     7.901,   -39.937,   124.105,   255.081,   343.849,    47.148,    28.126,     0.000,         6.283,         0.000,         5.292,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.711,
     7.401,    95.040,   463.179,     7.899,    -0.004,   194.721,   577.997,     0.450,    29.969,   794.700,     1.000,     7.881,   383.410,   545.280,   254.375,   343.772,    45.566,    26.907,     0.000,         6.382,         0.000,         5.238,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.835,
     7.500,   531.303,   463.097,     7.886,    -0.015,   152.521,     0.000,     0.450,    29.887,   794.700,     1.000,     7.864,  -159.852,     0.000,   253.739,   343.726,    44.081,    25.784,     0.000,         6.480,         0.000,         5.186,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.600,   644.444,   463.015,     7.872,    -0.011,   167.642,     0.000,     0.450,    29.805,   794.700,     1.000,     7.846,  -157.610,     0.000,   253.112,   343.650,    42.482,    24.590,     0.000,         6.580,         0.000,         5.134,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.701,   641.994,   462.937,     7.858,    -0.007,   168.410,   191.068,     0.450,    29.727,   794.700,     1.000,     7.830,    24.857,   180.253,   252.544,   343.575,    40.922,    23.443,     0.000,         6.680,         0.000,         5.082,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.802,
