JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),           Gen1,           ISS1,     EPI(g/m2),     SED(Organic matter in sediments g/m3),    SEDP(OrgP in sediments gP/m3),    SEDN(OrgN in sediments gN/m3),    SEDC(OrgCSediments gC/m3),PLIM_ALG1           ,PLIM_ALG2           ,PLIM_ALG3           ,NLIM_ALG1           ,NLIM_ALG2           ,NLIM_ALG3           ,LLIM_ALG1           ,LLIM_ALG2           ,LLIM_ALG3           ,EPLIM_1,ENLIM_1,ELLIM_1,
     2.000,   780.555,   467.270,     8.836,     0.034,   164.141,     0.000,     0.450,    34.060,   526.400,     1.000,     8.836,  -260.704,     0.000,   228.112,   348.398,    79.806,    60.611,     0.000,         1.000,         0.000,         9.039,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.100,   778.122,   467.201,     8.801,     0.042,   168.388,     0.000,     0.450,    33.991,   526.400,     1.000,     8.819,  -264.728,     0.000,   228.677,   348.306,    82.935,    62.164,     0.000,         1.100,         0.000,         8.948,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.200,   775.694,   467.130,     8.816,     0.047,   169.444,   666.812,     0.450,    33.920,   526.400,     1.000,     8.815,   359.194,   629.068,   229.337,   348.242,    86.851,    64.118,     0.000,         1.200,         0.000,         8.858,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.726,
     2.301,   773.240,   467.059,     8.816,     0.042,   168.206,     0.000,     0.450,    33.849,   526.400,     1.000,     8.815,  -276.209,     0.000,   230.010,   348.336,    91.419,    66.463,     0.000,         1.301,         0.000,         8.768,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.400,   770.828,   466.988,     8.810,     0.054,   167.640,   447.958,     0.450,    33.778,   526.400,     1.000,     8.813,   140.335,   422.602,   230.678,   348.247,    95.998,    68.700,     0.000,         1.400,         0.000,         8.681,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.936,
     2.500,   768.402,   466.919,     8.796,     0.042,   165.581,     0.000,     0.450,    33.709,   526.400,     1.000,     8.800,  -289.022,     0.000,   231.357,   348.202,   101.030,    71.147,     0.000,         1.499,         0.000,         8.594,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.600,   765.968,   466.848,     8.745,     0.043,   168.425,     0.000,     0.450,    33.638,   526.400,     1.000,     8.781,  -296.146,     0.000,   232.043,   348.129,   106.378,    73.681,     0.000,         1.599,         0.000,         8.507,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.701,   763.517,   466.778,     8.764,     0.046,   170.902,     0.000,     0.450,    33.568,   526.400,     1.000,     8.769,  -304.403,     0.000,   232.794,   348.057,   112.584,    76.556,     0.000,         1.700,         0.000,         8.421,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.800,   761.111,   466.710,     8.742,     0.049,   166.924,     0.000,     0.450,    33.500,   526.400,     1.000,     8.754,  -311.612,     0.000,   233.437,   347.960,   118.080,    79.009,     0.000,         1.799,         0.000,         8.337,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.901,   758.654,   466.638,     8.731,     0.052,   164.633,     0.000,     0.450,    33.428,   526.400,     1.000,     8.731,  -319.498,     0.000,   234.199,   347.649,   124.449,    81.599,     0.000,         1.900,         0.000,         8.252,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.000,   756.250,   466.569,     8.719,     0.054,   163.783,     0.000,     0.450,    33.359,   526.400,     1.000,     8.720,  -328.239,     0.000,   234.910,   347.583,   131.143,    84.423,     0.000,         1.999,         0.000,         8.170,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.100,   753.819,   466.499,     8.690,     0.063,   161.446,     0.000,     0.450,    33.289,   508.800,     1.000,     8.690,  -322.027,     0.000,   236.192,   347.414,   129.135,    81.669,     0.000,         2.099,         0.000,         8.088,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.201,   751.362,   466.425,     8.656,     0.047,   163.833,     0.000,     0.450,    33.215,   508.800,     1.000,     8.657,  -315.816,     0.000,   237.496,   347.254,   127.115,    78.942,     0.000,         2.200,         0.000,         8.006,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.301,   748.942,   466.352,     8.640,     0.075,   165.427,     0.000,     0.450,    33.142,   508.800,     1.000,     8.640,  -311.755,     0.000,   238.720,   347.435,   125.980,    77.060,     0.000,         2.299,         0.000,         7.926,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.400,   746.527,   466.279,     8.616,     0.063,   161.104,     0.000,     0.450,    33.069,   508.800,     1.000,     8.616,  -305.177,     0.000,   240.173,   347.300,   123.828,    74.222,     0.000,         2.398,         0.000,         7.847,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.500,   744.097,   466.206,     8.604,     0.063,   161.498,     0.000,     0.450,    32.995,   508.800,     1.000,     8.605,  -299.395,     0.000,   241.548,   347.248,   121.961,    71.734,     0.000,         2.498,         0.000,         7.768,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.601,   741.640,   466.131,     8.582,     0.062,   165.543,   495.380,     0.450,    32.921,   508.800,     1.000,     8.582,   175.958,   467.339,   242.939,   346.764,   119.095,    68.461,     0.000,         2.599,         0.000,         7.689,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.907,
     3.700,   739.236,   466.057,     8.558,     0.068,   166.236,     0.000,     0.450,    32.847,   508.800,     1.000,     8.558,  -287.081,     0.000,   244.362,   347.017,   117.853,    66.572,     0.000,         2.698,         0.000,         7.612,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.801,   736.792,   465.983,     8.542,     0.067,   161.942,     0.000,     0.450,    32.773,   508.800,     1.000,     8.542,  -281.539,     0.000,   245.696,   346.952,   116.003,    64.280,     0.000,         2.798,         0.000,         7.535,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.901,   715.200,   465.912,     8.526,     0.030,   153.971,     0.000,     0.450,    32.702,   508.800,     1.000,     8.526,  -274.997,     0.000,   247.263,   346.859,   113.789,    61.611,     0.000,         2.898,         0.000,         7.459,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.000,   698.607,   465.843,     8.504,     0.045,   146.000,     0.000,     0.450,    32.633,   508.800,     1.000,     8.507,  -268.786,     0.000,   248.758,   346.767,   111.664,    59.112,     0.000,         2.997,         0.000,         7.385,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.101,   660.341,   465.770,     8.483,     0.059,   155.489,     0.000,     0.450,    32.560,   508.800,     1.000,     8.482,  -264.654,     0.000,   249.380,   346.713,   107.717,    59.604,     0.000,         3.098,         0.000,         7.310,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.201,   645.542,   465.701,     8.454,     0.067,   158.158,     0.000,     0.450,    32.491,   508.800,     1.000,     8.454,  -259.622,     0.000,   250.035,   346.507,   103.317,    59.833,     0.000,         3.198,         0.000,         7.237,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.300,   613.516,   465.641,     8.446,     0.042,   144.902,   393.187,     0.450,    32.431,   508.800,     1.000,     8.446,   115.665,   370.931,   250.730,   346.463,    99.185,    60.348,     0.000,         3.296,         0.000,         7.165,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.987,
     4.401,   591.438,   465.579,     8.426,     0.050,   142.381,   259.734,     0.450,    32.369,   508.800,     1.000,     8.426,    -5.259,   245.032,   251.444,   346.298,    94.820,    60.616,     0.000,         3.397,         0.000,         7.092,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.943,
     4.500,   559.139,   465.508,     8.409,     0.050,   159.208,   328.775,     0.450,    32.298,   491.300,     1.000,     8.409,    64.272,   310.165,   252.197,   346.281,    90.670,    61.139,     0.000,         3.496,         0.000,         7.021,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.988,
     4.600,   530.371,   465.430,     8.367,     0.050,   153.243,     0.000,     0.450,    32.220,   491.300,     1.000,     8.381,  -240.771,     0.000,   252.990,   346.147,    86.171,    61.444,     0.000,         3.595,         0.000,         6.951,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.701,   493.898,   465.354,     8.358,     0.080,   143.744,     0.000,     0.450,    32.144,   491.300,     1.000,     8.358,  -235.688,     0.000,   253.812,   346.039,    81.685,    61.777,     0.000,         3.696,         0.000,         6.880,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.801,   502.288,   465.281,     8.340,     0.066,   135.095,     0.000,     0.450,    32.071,   491.300,     1.000,     8.340,  -229.783,     0.000,   254.681,   345.798,    76.789,    61.877,     0.000,         3.796,         0.000,         6.811,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.900,   446.511,   465.209,     8.317,     0.076,   171.970,   468.388,     0.450,    31.999,   491.300,     1.000,     8.317,   216.710,   441.876,   255.561,   345.829,    72.479,    62.419,     0.000,         3.895,         0.000,         6.743,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.937,
     5.000,   401.752,   465.125,     8.292,     0.025,   162.018,     0.000,     0.450,    31.915,   491.300,     1.000,     8.292,  -219.451,     0.000,   256.520,   345.705,    67.560,    62.706,     0.000,         3.994,         0.000,         6.675,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.101,   367.450,   465.044,     8.261,     0.016,   171.398,     0.000,     0.450,    31.834,   491.300,     1.000,     8.261,  -214.858,     0.000,   256.395,   345.557,    65.642,    60.053,     0.000,         4.095,         0.000,         6.608,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.200,   328.212,   464.956,     8.232,     0.014,   160.272,     0.000,     0.450,    31.746,   491.300,     1.000,     8.232,  -210.436,     0.000,   256.267,   345.413,    63.774,    57.516,     0.000,         4.193,         0.000,         6.542,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.301,   521.913,   464.871,     8.203,     0.022,   168.816,     0.000,     0.450,    31.661,   491.300,     1.000,     8.203,  -206.240,     0.000,   256.140,   345.276,    61.974,    55.130,     0.000,         4.294,         0.000,         6.475,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.401,   158.959,   464.784,     8.177,     0.018,   141.291,   130.080,     0.450,    31.574,   491.300,     1.000,     8.180,   -79.394,   122.717,   256.009,   345.143,    60.178,    52.799,     0.000,         4.393,         0.000,         6.411,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.656,
     5.500,   338.169,   464.703,     8.152,     0.018,   156.653,   151.098,     0.450,    31.493,   491.300,     1.000,     8.157,   -55.724,   142.546,   255.881,   345.013,    58.487,    50.651,     0.000,         4.492,         0.000,         6.347,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.728,
     5.601,   390.233,   464.623,     8.131,     0.019,   209.399,     0.000,     0.450,    31.413,   491.300,     1.000,     8.133,  -194.762,     0.000,   255.754,   344.919,    56.920,    48.677,     0.000,         4.593,         0.000,         6.282,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.701,   139.909,   464.549,     8.101,     0.013,   160.718,     0.000,     0.450,    31.339,   491.300,     1.000,     8.106,  -191.301,     0.000,   255.626,   344.796,    55.364,    46.766,     0.000,         4.692,         0.000,         6.219,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.800,   218.293,   464.462,     8.081,     0.011,   137.477,     0.000,     0.450,    31.252,   477.300,     1.000,     8.083,  -188.072,     0.000,   255.499,   344.671,    53.902,    44.998,     0.000,         4.791,         0.000,         6.157,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.901,   329.898,   464.375,     8.058,     0.011,   142.435,     0.000,     0.450,    31.165,   477.300,     1.000,     8.059,  -185.112,     0.000,   255.373,   344.562,    52.550,    43.373,     0.000,         4.891,         0.000,         6.095,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.000,   153.900,   464.295,     8.036,     0.013,   177.266,     0.000,     0.450,    31.085,   477.300,     1.000,     8.038,  -182.232,     0.000,   255.243,   344.441,    51.230,    41.803,     0.000,         4.990,         0.000,         6.034,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.100,   151.144,   464.216,     8.014,     0.010,   145.303,   324.912,     0.450,    31.006,   477.300,     1.000,     8.014,   125.661,   306.521,   255.431,   344.342,    51.210,    40.739,     0.000,         5.089,         0.000,         5.973,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.995,
     6.201,   115.627,   464.133,     7.985,     0.013,   199.557,     0.000,     0.450,    30.923,   477.300,     1.000,     7.988,  -179.377,     0.000,   255.631,   344.217,    51.164,    39.628,     0.000,         5.190,         0.000,         5.913,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.300,    71.795,   464.049,     7.963,     0.010,   132.094,   123.238,     0.450,    30.839,   477.300,     1.000,     7.966,   -61.704,   116.263,   255.836,   344.110,    51.140,    38.552,     0.000,         5.288,         0.000,         5.854,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.704,
     6.400,    22.876,   463.964,     7.949,     0.011,   141.909,     0.000,     0.450,    30.754,   477.300,     1.000,     7.946,  -176.619,     0.000,   256.047,   344.024,    51.143,    37.499,     0.000,         5.387,         0.000,         5.795,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.500,   204.840,   463.886,     7.929,     0.011,   184.121,     0.000,     0.450,    30.676,   477.300,     1.000,     7.924,  -175.171,     0.000,   256.261,   343.904,    51.100,    36.428,     0.000,         5.487,         0.000,         5.737,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.601,   197.994,   463.809,     7.900,     0.009,   146.753,     0.000,     0.450,    30.599,   477.300,     1.000,     7.897,  -173.695,     0.000,   256.486,   343.785,    51.060,    35.336,     0.000,         5.587,         0.000,         5.679,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.700,   153.900,   463.729,     7.880,     0.010,   148.883,   399.092,     0.450,    30.519,   477.300,     1.000,     7.875,   204.204,   376.502,   256.713,   343.685,    51.042,    34.285,     0.000,         5.685,         0.000,         5.622,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.986,
     6.801,   153.900,   463.654,     7.855,     0.011,   152.962,     0.000,     0.450,    30.444,   477.300,     1.000,     7.849,  -170.814,     0.000,   256.952,   343.566,    51.002,    33.198,     0.000,         5.785,         0.000,         5.565,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.900,    40.527,   463.576,     7.841,     0.013,   171.871,     0.000,     0.450,    30.366,   477.300,     1.000,     7.831,  -169.503,     0.000,   257.193,   343.495,    51.022,    32.179,     0.000,         5.884,         0.000,         5.510,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.000,    36.842,   463.501,     7.819,     0.013,   164.533,     0.000,     0.450,    30.291,   466.900,     1.000,     7.809,  -168.062,     0.000,   257.442,   343.388,    50.995,    31.120,     0.000,         5.983,         0.000,         5.454,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.101,    78.975,   463.416,     7.805,     0.012,   138.960,     0.000,     0.450,    30.206,   466.900,     1.000,     7.791,  -165.988,     0.000,   256.610,   343.319,    49.426,    29.853,     0.000,         6.083,         0.000,         5.399,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.201,   108.204,   463.324,     7.782,     0.006,    58.270,     0.000,     0.450,    30.114,   466.900,     1.000,     7.768,  -163.762,     0.000,   255.824,   343.206,    47.812,    28.568,     0.000,         6.182,         0.000,         5.345,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.300,   105.115,   463.252,     7.764,     0.012,   143.460,   131.551,     0.450,    30.042,   466.900,     1.000,     7.749,   -37.508,   124.105,   255.081,   343.121,    46.237,    27.336,     0.000,         6.280,         0.000,         5.292,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.711,
     7.401,    95.040,   463.179,     7.747,     0.016,   190.597,   577.997,     0.450,    29.969,   466.900,     1.000,     7.730,   385.870,   545.280,   254.375,   343.030,    44.646,    26.109,     0.000,         6.380,         0.000,         5.238,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.835,
     7.500,   531.303,   463.097,     7.734,     0.014,   143.417,     0.000,     0.450,    29.887,   466.900,     1.000,     7.714,  -157.357,     0.000,   253.739,   342.969,    43.150,    24.977,     0.000,         6.478,         0.000,         5.186,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.600,   644.444,   463.015,     7.714,     0.017,   159.166,     0.000,     0.450,    29.805,   466.900,     1.000,     7.695,  -155.084,     0.000,   253.112,   342.879,    41.543,    23.774,     0.000,         6.577,         0.000,         5.134,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.701,   641.994,   462.936,     7.693,     0.019,   160.934,   191.068,     0.450,    29.726,   466.900,     1.000,     7.677,    27.482,   180.253,   252.544,   342.769,    39.949,    22.597,     0.000,         6.677,         0.000,         5.082,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.802,
