JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),           Gen1,           ISS1,     EPI(g/m2),     SED(Organic matter in sediments g/m3),    SEDP(OrgP in sediments gP/m3),    SEDN(OrgN in sediments gN/m3),    SEDC(OrgCSediments gC/m3),PLIM_ALG1           ,PLIM_ALG2           ,PLIM_ALG3           ,NLIM_ALG1           ,NLIM_ALG2           ,NLIM_ALG3           ,LLIM_ALG1           ,LLIM_ALG2           ,LLIM_ALG3           ,EPLIM_1,ENLIM_1,ELLIM_1,
     5.101,   367.450,   465.309,     3.443,     0.307,    37.330,     0.000,     0.450,     2.809,    62.200,     1.000,     3.446,  -114.535,     0.000,   256.395,   322.493,    26.502,    21.935,     0.000,         0.020,         0.000,         6.913,     0.032,     0.000,     0.003,     0.014,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.200,   328.212,   465.266,     3.439,     0.310,    38.347,     0.000,     0.450,     2.766,    62.200,     1.000,     3.442,  -113.919,     0.000,   256.267,   322.480,    26.514,    21.193,     0.000,         0.019,         0.000,         6.845,     0.033,     0.000,     0.003,     0.015,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.301,   521.913,   465.284,     3.423,     0.234,    22.186,     0.000,     0.450,     2.784,    62.200,     1.000,     3.424,  -113.072,     0.000,   256.140,   322.412,    26.398,    20.402,     0.000,         0.018,         0.000,         6.775,     0.015,     0.000,     0.001,     0.007,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.401,   158.959,   465.730,     3.466,     0.658,    76.142,   130.080,     0.456,     3.230,    67.500,     1.000,     3.466,     9.494,   122.717,   256.009,   322.614,    26.592,    20.026,     0.000,         0.028,         0.198,         6.708,     0.016,     0.000,     0.001,     0.007,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.568,
     5.500,   338.169,   465.514,     3.418,     0.628,    62.676,   151.098,     0.454,     3.014,    62.200,     1.000,     3.419,    30.854,   142.546,   255.881,   322.370,    26.165,    19.037,     0.000,         0.026,         0.083,         6.641,     0.017,     0.000,     0.001,     0.007,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.649,
     5.601,   390.233,   465.287,     3.382,     0.779,    67.939,     0.000,     0.450,     2.787,    62.200,     1.000,     3.383,  -110.574,     0.000,   255.754,   322.225,    25.855,    18.247,     0.000,         0.021,         0.000,         6.574,     0.017,     0.000,     0.001,     0.008,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.701,   139.909,   465.543,     3.383,     0.612,    57.787,     0.000,     0.452,     3.043,    67.500,     1.000,     3.383,  -110.004,     0.000,   255.626,   322.228,    25.707,    17.693,     0.000,         0.026,         0.044,         6.508,     0.018,     0.000,     0.001,     0.008,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.800,   218.293,   465.376,     3.348,     0.604,    51.380,     0.000,     0.452,     2.876,    62.200,     1.000,     3.348,  -108.877,     0.000,   255.499,   322.059,    25.356,    16.961,     0.000,         0.025,         0.000,         6.443,     0.019,     0.000,     0.001,     0.008,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.901,   329.898,   465.611,     3.360,    -0.749,   -62.825,     0.000,     0.450,     3.111,    67.500,     1.000,     3.360,  -108.000,     0.000,   255.373,   321.947,    25.076,    16.351,     0.000,         0.026,         0.249,         6.379,     0.019,     0.000,     0.002,     0.009,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.000,   153.900,   465.229,     3.319,     0.539,    39.508,     0.000,     0.450,     2.729,    62.200,     1.000,     3.319,  -107.423,     0.000,   255.243,   321.916,    24.885,    15.865,     0.000,         0.020,         0.000,         6.315,     0.020,     0.000,     0.002,     0.009,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.100,   151.144,   465.273,     3.417,     0.572,    41.106,   324.912,     0.450,     2.773,    62.200,     1.000,     3.417,   198.762,   306.521,   255.431,   322.319,    25.448,    15.423,     0.000,         0.021,         0.000,         6.252,     0.020,     0.000,     0.002,     0.009,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.947,
     6.201,   115.627,   465.875,     3.543,     0.795,    73.874,     0.000,     0.454,     3.375,    67.500,     1.000,     3.543,  -108.834,     0.000,   255.631,   322.962,    26.264,    15.239,     0.000,         0.034,         0.239,         6.189,     0.021,     0.000,     0.002,     0.009,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.300,    71.795,   465.672,     3.669,     0.707,    54.864,   123.238,     0.453,     3.172,    67.500,     1.000,     3.669,     6.552,   116.263,   255.836,   323.541,    27.014,    14.991,     0.000,         0.027,         0.168,         6.127,     0.021,     0.000,     0.002,     0.010,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.553,
     6.400,    22.876,   466.147,     3.804,     0.909,    78.088,     0.000,     0.454,     3.647,    67.500,     1.000,     3.805,  -110.771,     0.000,   256.047,   324.179,    27.829,    14.809,     0.000,         0.033,         0.419,         6.066,     0.022,     0.000,     0.002,     0.010,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.500,   204.840,   465.733,     3.904,    -0.132,   -10.616,     0.000,     0.451,     3.233,    67.500,     1.000,     3.904,  -111.292,     0.000,   256.261,   324.647,    28.462,    14.444,     0.000,         0.034,         0.019,         6.004,     0.061,     0.000,     0.005,     0.027,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.601,   197.994,   465.381,     4.010,     0.275,    17.543,     0.000,     0.450,     2.881,    62.200,     1.000,     4.010,  -111.867,     0.000,   256.486,   325.140,    29.127,    14.086,     0.000,         0.021,         0.000,         5.943,     0.061,     0.000,     0.005,     0.028,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.700,   153.900,   465.449,     4.148,     0.795,    55.939,   399.092,     0.450,     2.949,    62.200,     1.000,     4.148,   263.698,   376.502,   256.713,   325.742,    29.906,    13.870,     0.000,         0.025,         0.000,         5.884,     0.062,     0.000,     0.005,     0.028,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.905,
     6.801,   153.900,   465.267,     4.278,     0.603,    36.047,     0.000,     0.450,     2.767,    62.200,     1.000,     4.278,  -113.907,     0.000,   256.952,   326.402,    30.752,    13.705,     0.000,         0.018,         0.000,         5.825,     0.062,     0.000,     0.005,     0.028,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.900,    40.527,   466.014,     4.418,     0.857,    67.647,     0.000,     0.454,     3.514,    67.500,     1.000,     4.418,  -115.016,     0.000,   257.193,   327.062,    31.598,    13.550,     0.000,         0.029,         0.350,         5.766,     0.063,     0.000,     0.005,     0.028,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.000,    36.842,   465.949,     4.498,     0.835,    67.004,     0.000,     0.453,     3.449,    67.500,     1.000,     4.498,  -115.197,     0.000,   257.442,   327.437,    32.137,    13.064,     0.000,         0.031,         0.256,         5.709,     0.063,     0.000,     0.005,     0.029,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.101,    78.975,   466.047,     4.630,     0.880,    77.479,     0.000,     0.454,     3.547,    67.500,     1.000,     4.630,  -115.654,     0.000,   256.610,   328.052,    31.481,    12.730,     0.000,         0.036,         0.312,         5.651,     0.064,     0.000,     0.005,     0.029,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.201,   108.204,   465.632,     4.801,     0.377,    38.984,     0.000,     0.451,     3.132,    67.500,     1.000,     4.801,  -116.715,     0.000,   255.824,   328.866,    31.039,    12.634,     0.000,         0.023,         0.000,         5.594,     0.064,     0.000,     0.005,     0.029,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.300,   105.115,   465.308,     4.954,     0.594,    43.402,   131.551,     0.450,     2.808,    62.200,     1.000,     4.954,     6.693,   124.105,   255.081,   329.582,    30.483,    12.428,     0.000,         0.013,         0.000,         5.538,     0.065,     0.000,     0.005,     0.029,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.527,
     7.401,    95.040,   465.501,     5.089,     0.799,    58.003,   577.997,     0.450,     3.001,    62.200,     1.000,     5.089,   427.595,   545.280,   254.375,   330.185,    29.784,    12.091,     0.000,         0.019,         0.000,         5.482,     0.066,     0.000,     0.005,     0.030,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.926,
