JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),           Gen1,           ISS1,     EPI(g/m2),     SED(Organic matter in sediments g/m3),    SEDP(OrgP in sediments gP/m3),    SEDN(OrgN in sediments gN/m3),    SEDC(OrgCSediments gC/m3),PLIM_ALG1           ,PLIM_ALG2           ,PLIM_ALG3           ,NLIM_ALG1           ,NLIM_ALG2           ,NLIM_ALG3           ,LLIM_ALG1           ,LLIM_ALG2           ,LLIM_ALG3           ,EPLIM_1,ENLIM_1,ELLIM_1,
     2.000,   780.555,   467.276,     2.025,     0.094,    58.331,     0.000,     0.466,     4.776,   150.100,     1.000,     2.092,  -153.581,     0.000,   228.112,   316.039,    42.340,    23.314,     0.000,         0.128,         1.570,         9.119,     0.001,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.100,   778.122,   467.207,     2.077,     0.121,    59.178,     0.000,     0.466,     4.707,   150.100,     1.000,     2.093,  -155.432,     0.000,   228.677,   316.258,    44.208,    23.642,     0.000,         0.126,         1.604,         9.038,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.200,   775.694,   467.138,     2.196,     0.100,    58.665,   666.812,     0.466,     4.638,   150.100,     1.000,     2.212,   472.118,   629.068,   229.337,   316.283,    46.267,    23.737,     0.000,         0.126,         1.588,         8.956,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.731,
     2.301,   773.240,   467.067,     2.313,     0.101,    58.587,     0.000,     0.466,     4.567,   150.100,     1.000,     2.362,  -162.814,     0.000,   230.010,   317.492,    49.871,    25.461,     0.000,         0.124,         1.590,         8.873,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.400,   770.828,   466.998,     2.425,     0.108,    57.664,   447.958,     0.466,     4.498,   150.100,     1.000,     2.469,   257.871,   422.602,   230.678,   317.491,    52.334,    25.584,     0.000,         0.119,         1.552,         8.789,     0.002,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.938,
     2.500,   768.402,   466.929,     2.500,     0.118,    58.557,     0.000,     0.466,     4.429,   150.100,     1.000,     2.515,  -169.464,     0.000,   231.357,   318.190,    55.883,    26.747,     0.000,         0.115,         1.614,         8.702,     0.003,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.600,   765.968,   466.860,     2.557,     0.109,    58.583,     0.000,     0.466,     4.360,   150.100,     1.000,     2.558,  -172.600,     0.000,   232.043,   318.395,    59.062,    27.186,     0.000,         0.110,         1.648,         8.617,     0.003,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.701,   763.517,   466.793,     2.687,     0.114,    58.938,     0.000,     0.466,     4.293,   150.100,     1.000,     2.687,  -177.776,     0.000,   232.794,   318.993,    63.296,    28.282,     0.000,         0.105,         1.636,         8.533,     0.003,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.800,   761.111,   466.725,     2.761,     0.127,    58.339,     0.000,     0.466,     4.225,   150.100,     1.000,     2.778,  -182.078,     0.000,   233.437,   319.416,    67.010,    29.090,     0.000,         0.100,         1.616,         8.450,     0.003,     0.000,     0.000,     0.001,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     2.901,   758.654,   466.655,     2.815,     0.119,    58.768,     0.000,     0.466,     4.155,   150.100,     1.000,     2.818,  -185.238,     0.000,   234.199,   319.433,    70.873,    29.130,     0.000,         0.095,         1.628,         8.365,     0.003,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.000,   756.250,   466.589,     2.942,     0.133,    58.119,     0.000,     0.466,     4.089,   150.100,     1.000,     2.971,  -191.627,     0.000,   234.910,   320.161,    75.865,    30.511,     0.000,         0.092,         1.590,         8.283,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.100,   753.819,   466.517,     2.982,     0.138,    57.691,     0.000,     0.466,     4.017,   129.000,     1.000,     2.987,  -187.466,     0.000,   236.192,   320.345,    74.716,    28.597,     0.000,         0.088,         1.622,         8.201,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.201,   751.362,   466.444,     3.011,     0.134,    57.975,     0.000,     0.466,     3.944,   129.000,     1.000,     3.041,  -183.038,     0.000,   237.496,   320.482,    73.453,    26.598,     0.000,         0.084,         1.597,         8.118,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.301,   748.942,   466.370,     3.230,     0.145,    58.727,     0.000,     0.466,     3.870,   129.000,     1.000,     3.245,  -183.358,     0.000,   238.720,   321.547,    73.888,    26.644,     0.000,         0.081,         1.612,         8.038,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.400,   746.527,   466.297,     3.361,     0.134,    58.072,     0.000,     0.466,     3.797,   129.000,     1.000,     3.363,  -180.475,     0.000,   240.173,   322.115,    73.190,    25.344,     0.000,         0.077,         1.641,         7.958,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.500,   744.097,   466.226,     3.592,     0.150,    57.900,     0.000,     0.466,     3.726,   129.000,     1.000,     3.591,  -180.441,     0.000,   241.548,   323.210,    73.509,    25.269,     0.000,         0.074,         1.625,         7.878,     0.005,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.601,   741.640,   466.153,     3.698,     0.169,    57.532,   495.380,     0.466,     3.653,   129.000,     1.000,     3.702,   290.194,   467.339,   242.939,   323.625,    72.605,    23.854,     0.000,         0.071,         1.607,         7.798,     0.005,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.911,
     3.700,   739.236,   466.080,     3.750,     0.143,    57.056,     0.000,     0.466,     3.580,   129.000,     1.000,     3.820,  -172.984,     0.000,   244.362,   323.875,    71.364,    22.107,     0.000,         0.069,         1.523,         7.721,     0.005,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.801,   736.792,   466.009,     4.016,     0.147,    56.793,     0.000,     0.466,     3.509,   129.000,     1.000,     4.037,  -174.627,     0.000,   245.696,   325.270,    72.263,    22.789,     0.000,         0.067,         1.589,         7.643,     0.005,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     3.901,   715.200,   465.938,     4.215,     0.163,    56.677,     0.000,     0.466,     3.438,   129.000,     1.000,     4.215,  -172.803,     0.000,   247.263,   326.110,    71.897,    22.058,     0.000,         0.061,         1.667,         7.563,     0.005,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.000,   698.607,   465.871,     4.351,     0.174,    56.710,     0.000,     0.466,     3.371,   129.000,     1.000,     4.351,  -170.312,     0.000,   248.758,   326.747,    71.245,    21.078,     0.000,         0.057,         1.665,         7.488,     0.005,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.101,   660.341,   465.801,     4.393,     0.168,    56.345,     0.000,     0.467,     3.301,   129.000,     1.000,     4.394,  -168.298,     0.000,   249.380,   326.971,    68.226,    22.481,     0.000,         0.055,         1.646,         7.412,     0.005,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.201,   645.542,   465.732,     4.283,     0.171,    56.343,     0.000,     0.467,     3.232,   129.000,     1.000,     4.283,  -162.639,     0.000,   250.035,   326.449,    63.753,    22.472,     0.000,         0.051,         1.675,         7.338,     0.006,     0.000,     0.000,     0.003,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.300,   613.516,   465.674,     4.335,     0.195,    57.588,   393.187,     0.467,     3.174,   129.000,     1.000,     4.335,   210.645,   370.931,   250.730,   326.663,    60.499,    23.854,     0.000,         0.049,         1.699,         7.265,     0.006,     0.000,     0.000,     0.003,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.987,
     4.401,   591.438,   465.616,     4.163,     0.178,    56.662,   259.734,     0.467,     3.116,   129.000,     1.000,     4.163,    91.979,   245.032,   251.444,   325.830,    55.435,    23.231,     0.000,         0.049,         1.722,         7.191,     0.006,     0.000,     0.000,     0.003,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.937,
     4.500,   559.139,   465.545,     4.085,     0.187,    57.533,   328.775,     0.467,     3.045,   129.000,     1.000,     4.089,   162.285,   310.165,   252.197,   325.471,    51.109,    23.498,     0.000,         0.047,         1.692,         7.119,     0.006,     0.000,     0.001,     0.003,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.986,
     4.600,   530.371,   465.460,     3.937,     0.212,    57.289,     0.000,     0.467,     2.960,   107.800,     1.000,     3.942,  -141.239,     0.000,   252.990,   324.814,    46.196,    23.219,     0.000,         0.043,         1.693,         7.048,     0.006,     0.000,     0.001,     0.003,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.701,   493.898,   465.391,     3.893,     0.209,    57.415,     0.000,     0.467,     2.891,   107.800,     1.000,     3.901,  -136.569,     0.000,   253.812,   324.612,    42.007,    23.762,     0.000,         0.041,         1.717,         6.976,     0.007,     0.000,     0.001,     0.003,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.801,   502.288,   465.319,     3.882,     0.207,    55.281,     0.000,     0.467,     2.819,   107.800,     1.000,     3.893,  -132.452,     0.000,   254.681,   324.576,    37.954,    24.603,     0.000,         0.039,         1.693,         6.906,     0.007,     0.000,     0.001,     0.003,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     4.900,   446.511,   465.253,     3.777,     0.212,    57.663,   468.388,     0.467,     2.753,   107.800,     1.000,     3.777,   316.110,   441.876,   255.561,   323.963,    32.987,    24.377,     0.000,         0.036,         1.760,         6.838,     0.007,     0.000,     0.001,     0.003,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.942,
     5.000,   401.752,   465.174,     3.669,     0.217,    57.404,     0.000,     0.468,     2.674,   107.800,     1.000,     3.670,  -119.596,     0.000,   256.520,   323.537,    28.057,    24.522,     0.000,         0.036,         1.767,         6.769,     0.007,     0.000,     0.001,     0.003,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.101,   367.450,   465.097,     3.543,     0.226,    58.074,     0.000,     0.468,     2.597,   107.800,     1.000,     3.556,  -116.507,     0.000,   256.395,   322.963,    27.207,    22.732,     0.000,         0.034,         1.752,         6.700,     0.007,     0.000,     0.001,     0.003,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.200,   328.212,   465.019,     3.564,     0.245,    58.037,     0.000,     0.467,     2.519,   107.800,     1.000,     3.580,  -116.265,     0.000,   256.267,   323.057,    27.345,    22.131,     0.000,         0.033,         1.733,         6.634,     0.007,     0.000,     0.001,     0.003,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.301,   521.913,   464.922,     3.600,     0.234,    52.013,     0.000,     0.468,     2.422,   107.800,     1.000,     3.600,  -116.226,     0.000,   256.140,   323.214,    27.503,    21.649,     0.000,         0.033,         1.807,         6.563,     0.034,     0.000,     0.003,     0.015,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.401,   158.959,   465.025,     3.648,     0.498,   104.841,   130.080,     0.470,     2.525,   107.800,     1.000,     3.648,     6.315,   122.717,   256.009,   323.447,    27.696,    21.269,     0.000,         0.046,         1.877,         6.497,     0.034,     0.000,     0.003,     0.015,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.627,
     5.500,   338.169,   464.873,     3.614,     0.384,    78.222,   151.098,     0.469,     2.373,   107.800,     1.000,     3.614,    27.458,   142.546,   255.881,   323.288,    27.329,    20.351,     0.000,         0.037,         1.792,         6.433,     0.035,     0.000,     0.003,     0.016,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.706,
     5.601,   390.233,   464.753,     3.597,     0.306,    59.616,     0.000,     0.467,     2.253,   107.800,     1.000,     3.597,  -114.262,     0.000,   255.754,   323.253,    27.105,    19.659,     0.000,         0.034,         1.698,         6.368,     0.035,     0.000,     0.003,     0.016,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.701,   139.909,   464.734,     3.587,     0.394,    73.731,     0.000,     0.469,     2.234,   107.800,     1.000,     3.587,  -113.324,     0.000,   255.626,   323.180,    26.819,    18.950,     0.000,         0.037,         1.872,         6.304,     0.036,     0.000,     0.003,     0.016,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.800,   218.293,   464.659,     3.573,     0.394,    68.496,     0.000,     0.468,     2.159,   107.800,     1.000,     3.573,  -112.476,     0.000,   255.499,   323.120,    26.546,    18.309,     0.000,         0.036,         1.721,         6.241,     0.036,     0.000,     0.003,     0.016,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     5.901,   329.898,   464.458,     3.570,     0.249,    40.041,     0.000,     0.467,     1.958,    88.600,     1.000,     3.570,  -111.552,     0.000,   255.373,   323.022,    26.236,    17.667,     0.000,         0.037,         1.790,         6.178,     0.037,     0.000,     0.003,     0.017,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.000,   153.900,   464.520,     3.553,     0.357,    62.384,     0.000,     0.466,     2.020,   107.800,     1.000,     3.553,  -110.948,     0.000,   255.243,   323.010,    26.024,    17.156,     0.000,         0.031,         1.610,         6.117,     0.038,     0.000,     0.003,     0.017,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.100,   151.144,   464.451,     3.566,     0.440,    66.263,   324.912,     0.466,     1.951,    88.600,     1.000,     3.566,   196.514,   306.521,   255.431,   323.018,    26.175,    16.246,     0.000,         0.031,         1.597,         6.055,     0.038,     0.000,     0.003,     0.017,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.988,
     6.201,   115.627,   464.461,     3.629,     0.529,    72.530,     0.000,     0.468,     1.961,    88.600,     1.000,     3.629,  -110.123,     0.000,   255.631,   323.362,    26.683,    15.710,     0.000,         0.044,         1.761,         5.994,     0.039,     0.000,     0.003,     0.018,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.300,    71.795,   464.265,     3.750,     0.356,    49.047,   123.238,     0.467,     1.765,    88.600,     1.000,     3.750,     5.341,   116.263,   255.836,   323.917,    27.409,    15.432,     0.000,         0.036,         1.749,         5.934,     0.040,     0.000,     0.003,     0.018,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.680,
     6.400,    22.876,   464.062,     3.863,     0.214,    29.136,     0.000,     0.468,     1.562,    88.600,     1.000,     3.863,  -111.654,     0.000,   256.047,   324.453,    28.118,    15.129,     0.000,         0.039,         1.838,         5.875,     0.040,     0.000,     0.003,     0.018,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.500,   204.840,   464.285,     3.945,     0.567,    70.775,     0.000,     0.467,     1.785,    88.600,     1.000,     3.945,  -111.902,     0.000,   256.261,   324.836,    28.663,    14.664,     0.000,         0.043,         1.644,         5.816,     0.060,     0.000,     0.005,     0.027,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.601,   197.994,   464.173,     4.003,     0.500,    56.982,     0.000,     0.466,     1.673,    88.600,     1.000,     4.003,  -111.785,     0.000,   256.486,   325.115,    29.100,    14.057,     0.000,         0.029,         1.697,         5.757,     0.061,     0.000,     0.005,     0.027,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.700,   153.900,   464.279,     4.130,     0.597,    66.843,   399.092,     0.466,     1.779,    88.600,     1.000,     4.130,   264.004,   376.502,   256.713,   325.647,    29.804,    13.760,     0.000,         0.033,         1.585,         5.700,     0.062,     0.000,     0.005,     0.028,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.970,
     6.801,   153.900,   464.170,     4.223,     0.547,    56.132,     0.000,     0.466,     1.670,    88.600,     1.000,     4.223,  -113.080,     0.000,   256.952,   326.146,    30.477,    13.409,     0.000,         0.024,         1.746,         5.642,     0.062,     0.000,     0.005,     0.028,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     6.900,    40.527,   464.008,     4.383,     0.460,    40.895,     0.000,     0.468,     1.508,    88.600,     1.000,     4.383,  -114.500,     0.000,   257.193,   326.902,    31.425,    13.366,     0.000,         0.034,         1.837,         5.586,     0.063,     0.000,     0.005,     0.028,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.000,    36.842,   464.095,     4.390,     0.539,    46.708,     0.000,     0.467,     1.595,    88.600,     1.000,     4.390,  -113.551,     0.000,   257.442,   326.928,    31.587,    12.478,     0.000,         0.036,         1.739,         5.530,     0.064,     0.000,     0.005,     0.029,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.101,    78.975,   464.197,     4.522,     0.620,    53.247,     0.000,     0.466,     1.697,    88.600,     1.000,     4.522,  -114.062,     0.000,   256.610,   327.558,    30.948,    12.167,     0.000,         0.041,         1.616,         5.474,     0.065,     0.000,     0.005,     0.029,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.201,   108.204,   464.846,     4.572,    -3.020,  -279.578,     0.000,     0.467,     2.346,   107.800,     1.000,     4.572,  -113.529,     0.000,   255.824,   327.873,    29.969,    11.511,     0.000,         0.048,         1.491,         5.419,     0.065,     0.000,     0.005,     0.029,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     7.300,   105.115,   464.453,     4.798,     0.782,    68.587,   131.551,     0.464,     1.953,    88.600,     1.000,     4.798,     9.025,   124.105,   255.081,   328.852,    29.696,    11.612,     0.000,         0.027,         1.449,         5.364,     0.066,     0.000,     0.005,     0.030,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.593,
     7.401,    95.040,   464.291,     4.901,     2.294,   174.890,   577.997,     0.466,     1.791,    88.600,     1.000,     4.901,   430.554,   545.280,   254.375,   329.256,    28.785,    11.061,     0.000,         0.028,         1.486,         5.310,     0.066,     0.000,     0.005,     0.030,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.926,
