## Site Characteristics
Country = 'China'
Station = 'Wangjiaba'
Description = 'CMFD daily forcing'
Source = 'CMFD'
Contact = 'HydroCraft'
Longitude = 115.6
Latitude = 32.43
Elevation = 30.0
AngstromA = 0.18
AngstromB = 0.55
HasSunshine = False
## Daily weather observations
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
19790101,7565.2,0.7,8.7,0.664,2.1,0.0010,0
19790102,2714.7,1.3,9.3,0.717,2.2,0.0011,0
19790103,10133.4,2.0,10.0,0.704,4.3,0.0000,0
19790104,10766.7,2.9,10.9,0.812,5.0,0.0000,0
19790105,9309.6,0.7,8.7,0.703,1.8,0.0000,0
19790106,10646.6,3.7,11.7,0.773,5.7,0.0000,0
19790107,11035.9,8.2,16.2,0.764,7.1,0.0000,0
19790108,11746.1,8.2,16.2,0.676,4.7,0.0000,0
19790109,10871.3,0.4,8.4,0.673,2.6,0.0000,0
19790110,5821.2,-2.6,5.4,0.637,4.2,0.0096,0
19790111,2899.6,-7.2,0.8,0.416,4.5,1.4741,0
19790112,8730.7,-11.5,-3.5,0.288,1.3,0.0037,0
19790113,2953.2,-10.8,-2.8,0.326,2.2,0.0094,0
19790114,5333.0,-10.6,-2.6,0.278,2.8,0.0003,0
19790115,11620.8,-7.1,0.9,0.294,2.3,0.0000,0
19790116,9986.5,-4.6,3.4,0.401,1.9,0.0000,0
19790117,6984.1,-3.6,4.4,0.523,3.0,0.0000,0
19790118,11483.4,-4.6,3.4,0.403,2.7,0.0000,0
19790119,11331.8,-2.3,5.7,0.477,2.2,0.0000,0
19790120,11315.8,0.1,8.1,0.536,3.3,0.0000,0
19790121,7642.9,-1.9,6.1,0.535,2.9,0.0000,0
19790122,11369.4,0.1,8.1,0.542,2.3,0.0000,0
19790123,11375.0,2.2,10.2,0.612,1.8,0.0000,0
19790124,3450.8,2.1,10.1,0.688,2.0,0.0002,0
19790125,12201.0,4.8,12.8,0.767,5.9,0.0000,0
19790126,12684.0,7.0,15.0,0.767,3.0,0.0000,0
19790127,3657.7,1.9,9.9,0.755,3.5,1.3119,0
19790128,2553.1,-6.2,1.8,0.492,7.4,2.8179,0
19790129,5116.2,-7.1,0.9,0.385,4.5,0.0023,0
19790130,3479.3,-9.3,-1.3,0.330,4.0,0.0767,0
19790131,9077.2,-7.2,0.8,0.426,2.2,0.0000,0
19790201,12961.3,-4.3,3.7,0.503,2.9,0.0000,0
19790202,13071.0,-0.2,7.8,0.589,2.4,0.0000,0
19790203,9980.9,-0.5,7.5,0.675,3.2,0.0012,0
19790204,3434.0,-0.5,7.5,0.708,3.4,0.0165,0
19790205,11354.3,1.0,9.0,0.678,4.6,0.0000,0
19790206,14054.3,4.0,12.0,0.657,2.7,0.0000,0
19790207,13991.2,4.1,12.1,0.797,3.4,0.0000,0
19790208,3425.8,-1.1,6.9,0.713,3.0,0.0036,0
19790209,3438.3,0.8,8.8,0.809,2.3,0.0086,0
19790210,14119.9,5.1,13.1,0.857,2.0,0.0000,0
19790211,13497.0,5.0,13.0,0.902,2.1,0.0099,0
19790212,12076.1,5.9,13.9,0.976,2.1,0.0024,0
19790213,14416.3,5.8,13.8,0.899,4.3,0.0010,0
19790214,3983.9,-1.7,6.3,0.538,3.3,0.0878,0
19790215,11391.4,2.0,10.0,0.629,4.5,0.0000,0
19790216,15308.8,3.9,11.9,0.395,5.3,0.0000,0
19790217,16101.1,1.5,9.5,0.362,3.0,0.0000,0
19790218,16192.7,7.3,15.3,0.599,2.6,0.0000,0
19790219,13512.5,8.2,16.2,1.097,2.7,0.0003,0
19790220,15258.2,10.0,18.0,1.243,3.3,0.0020,0
19790221,3895.3,5.6,13.6,1.163,6.0,1.1778,0
19790222,3736.8,-4.7,3.3,0.536,6.2,1.7474,0
19790223,12989.0,-2.5,5.5,0.596,2.9,0.0329,0
19790224,4168.4,-1.2,6.8,0.664,2.0,0.1545,0
19790225,14118.6,2.4,10.4,0.721,3.6,0.0000,0
19790226,16699.4,3.6,11.6,0.613,3.5,0.0000,0
19790227,17540.5,1.9,9.9,0.521,3.7,0.0000,0
19790228,18154.8,-1.7,6.3,0.384,2.4,0.0000,0
19790301,17314.1,0.3,8.3,0.374,2.6,0.0000,0
19790302,5712.3,0.8,8.8,0.534,2.5,0.0000,0
19790303,18861.6,2.7,10.7,0.515,1.9,0.0000,0
19790304,16980.6,4.6,12.6,0.701,2.7,0.0024,0
19790305,18315.5,7.4,15.4,0.693,1.7,0.0000,0
19790306,8857.7,6.6,14.6,0.718,3.5,0.0001,0
19790307,10861.8,6.6,14.6,0.793,2.6,0.0059,0
19790308,4849.2,5.6,13.6,1.092,3.5,0.3517,0
19790309,4373.1,4.9,12.9,1.097,2.7,0.4901,0
19790310,4295.8,-0.3,7.7,0.757,5.4,0.7401,0
19790311,5238.0,-3.5,4.5,0.511,2.6,0.0067,0
19790312,11343.9,-1.5,6.5,0.589,1.3,0.0064,0
19790313,6238.5,1.2,9.2,0.686,1.9,0.0008,0
19790314,19342.8,4.4,12.4,0.749,2.2,0.0000,0
19790315,11791.4,5.6,13.6,0.793,1.6,0.0007,0
19790316,15161.5,5.9,13.9,0.875,1.3,0.0013,0
19790317,16637.6,5.6,13.6,0.794,2.5,0.0058,0
19790318,18642.5,7.6,15.6,0.844,3.1,0.0004,0
19790319,16663.5,8.3,16.3,0.894,2.5,0.0001,0
19790320,20030.5,7.3,15.3,0.812,4.5,0.0000,0
19790321,20854.8,9.5,17.5,0.940,3.5,0.0000,0
19790322,19104.3,4.3,12.3,0.810,5.4,0.0733,0
19790323,16897.3,2.2,10.2,0.593,4.0,0.0162,0
19790324,22502.0,6.4,14.4,0.591,2.9,0.0000,0
19790325,16749.9,8.0,16.0,0.854,3.9,0.0004,0
19790326,21607.8,9.8,17.8,0.773,3.1,0.0000,0
19790327,22141.3,12.1,20.1,0.996,3.3,0.0000,0
19790328,21799.6,16.7,24.7,1.410,1.8,0.1575,0
19790329,4870.4,9.2,17.2,1.398,6.2,0.5685,0
19790330,9129.9,4.6,12.6,0.930,4.2,0.8420,0
19790331,5619.0,3.5,11.5,0.979,4.7,0.2003,0
19790401,5642.4,3.7,11.7,0.998,3.6,0.1633,0
19790402,20205.9,4.4,12.4,0.740,2.4,0.0003,0
19790403,20199.5,4.8,12.8,0.725,3.9,0.0029,0
19790404,23395.0,5.7,13.7,0.708,5.8,0.0000,0
19790405,21108.4,8.9,16.9,1.060,4.9,0.6661,0
19790406,3896.6,6.3,14.3,1.225,3.1,1.1480,0
19790407,5872.6,6.1,14.1,1.081,3.6,0.0014,0
19790408,20326.9,10.6,18.6,1.164,4.3,0.0005,0
19790409,17560.8,10.8,18.8,1.143,2.8,0.0000,0
19790410,23858.1,13.6,21.6,1.291,3.3,0.0000,0
19790411,22867.1,16.0,24.0,1.602,4.2,0.0018,0
19790412,5962.9,5.5,13.5,1.143,6.7,1.2494,0
19790413,15929.1,6.5,14.5,0.831,2.7,0.0007,0
19790414,21458.3,9.8,17.8,1.011,2.4,0.0000,0
19790415,16466.6,12.4,20.4,1.474,3.5,0.0000,0
19790416,22198.3,13.1,21.1,1.417,5.5,0.0003,0
19790417,12026.9,9.9,17.9,1.249,3.4,0.0545,0
19790418,12756.6,9.3,17.3,1.244,2.7,0.0034,0
19790419,19262.9,11.9,19.9,1.486,3.9,0.0005,0
19790420,23565.2,14.3,22.3,1.662,3.2,0.0003,0
19790421,24351.8,16.9,24.9,1.759,4.7,0.0000,0
19790422,24577.8,22.1,30.1,1.973,4.9,0.0120,0
19790423,6258.0,15.4,23.4,2.165,2.6,1.4639,0
19790424,15940.8,15.4,23.4,1.854,2.6,0.0009,0
19790425,18891.8,10.2,18.2,1.429,5.6,0.9133,0
19790426,9913.5,5.5,13.5,1.010,2.9,0.0063,0
19790427,6423.4,7.9,15.9,1.270,2.0,0.1471,0
19790428,20792.2,13.1,21.1,1.673,2.1,0.2247,0
19790429,12850.3,13.5,21.5,1.809,1.5,0.0157,0
19790430,6280.8,11.5,19.5,1.580,1.8,0.6232,0
19790501,17488.2,9.9,17.9,1.333,2.4,0.0005,0
19790502,24359.2,13.3,21.3,1.156,2.0,0.0000,0
19790503,23743.1,13.4,21.4,1.405,3.6,0.0007,0
19790504,20233.2,13.6,21.6,1.648,3.4,0.0017,0
19790505,18572.1,14.3,22.3,1.683,3.7,1.4253,0
19790506,4991.8,8.0,16.0,1.328,3.2,0.6066,0
19790507,26558.9,11.0,19.0,1.212,1.6,0.0000,0
19790508,15930.9,13.4,21.4,1.575,1.5,0.2332,0
19790509,15169.7,14.3,22.3,1.709,1.7,0.0017,0
19790510,21884.7,16.5,24.5,1.600,1.1,0.2891,0
19790511,6842.9,12.9,20.9,1.785,4.2,2.1169,0
19790512,6258.4,10.6,18.6,1.595,5.0,3.7763,0
19790513,7468.0,9.0,17.0,1.361,1.8,0.0003,0
19790514,20173.1,12.7,20.7,1.610,2.1,0.1035,0
19790515,23947.1,12.6,20.6,0.976,5.2,0.0008,0
19790516,14933.4,11.7,19.7,1.062,3.7,0.0000,0
19790517,27608.3,13.7,21.7,1.193,1.5,0.0000,0
19790518,27217.7,15.7,23.7,1.326,2.9,0.0000,0
19790519,26624.2,19.2,27.2,1.498,1.8,0.0000,0
19790520,14648.2,18.3,26.3,1.606,2.4,0.0000,0
19790521,26690.3,19.7,27.7,1.839,1.7,0.0000,0
19790522,27269.6,21.3,29.3,1.775,2.2,0.0000,0
19790523,23947.9,17.3,25.3,1.236,3.7,0.0000,0
19790524,28093.8,19.8,27.8,1.239,4.0,0.0000,0
19790525,26679.9,21.4,29.4,1.676,1.9,0.0000,0
19790526,12609.6,19.2,27.2,1.988,2.8,0.0016,0
19790527,24096.1,20.1,28.1,1.803,2.5,0.0000,0
19790528,28255.4,19.3,27.3,1.407,4.0,0.0000,0
19790529,27740.4,20.1,28.1,1.719,1.9,0.0000,0
19790530,27509.8,21.1,29.1,1.733,2.5,0.0000,0
19790531,27178.4,23.0,31.0,1.970,2.5,0.0000,0
19790601,19964.9,23.6,31.6,2.097,2.7,0.1849,0
19790602,21070.8,22.2,30.2,2.464,1.6,0.0242,0
19790603,21871.3,24.6,32.6,2.804,1.5,0.0355,0
19790604,20071.6,23.0,31.0,2.859,2.8,1.3395,0
19790605,15650.1,21.7,29.7,2.734,2.0,0.5115,0
19790606,27082.1,21.0,29.0,1.783,3.7,0.0999,0
19790607,28051.1,24.0,32.0,1.870,4.2,0.0000,0
19790608,27237.2,25.2,33.2,1.920,6.1,0.4584,0
19790609,26498.5,23.9,31.9,2.369,3.2,0.0159,0
19790610,21416.0,20.1,28.1,1.413,3.1,0.0248,0
19790611,28197.9,20.2,28.2,1.448,3.0,0.0000,0
19790612,28461.0,21.1,29.1,1.359,3.4,0.0000,0
19790613,28258.4,24.8,32.8,1.559,3.9,0.0000,0
19790614,28137.5,24.2,32.2,1.669,3.4,0.0000,0
19790615,27229.0,25.6,33.6,1.951,2.4,0.0000,0
19790616,26984.0,26.4,34.4,1.916,2.4,0.0000,0
19790617,27650.2,26.3,34.3,2.036,1.8,0.0000,0
19790618,21257.8,23.6,31.6,2.685,2.1,3.3558,0
19790619,13979.5,19.4,27.4,2.565,3.7,0.1987,0
19790620,22771.6,21.5,29.5,2.701,1.2,0.9286,0
19790621,27290.3,21.8,29.8,2.313,1.8,0.0780,0
19790622,26210.7,24.3,32.3,2.347,2.1,0.0001,0
19790623,5772.8,17.6,25.6,2.388,3.6,4.8074,0
19790624,26692.4,22.9,30.9,2.789,4.7,0.0136,0
19790625,19254.3,22.4,30.4,2.853,4.7,1.3680,0
19790626,25298.8,25.3,33.3,3.125,5.9,0.1597,0
19790627,23857.2,24.5,32.5,2.791,2.9,0.0113,0
19790628,24357.9,24.0,32.0,2.766,2.6,0.0274,0
19790629,27090.3,25.7,33.7,2.804,2.4,0.0026,0
19790630,16141.7,22.8,30.8,2.974,1.8,0.8078,0
19790701,25914.4,24.7,32.7,3.061,3.3,0.0447,0
19790702,8983.4,24.0,32.0,3.365,2.2,0.8093,0
19790703,17928.0,21.5,29.5,2.955,4.1,1.9007,0
19790704,6496.0,16.8,24.8,2.352,3.6,1.1109,0
19790705,7183.3,17.4,25.4,2.323,1.9,0.7738,0
19790706,12159.5,21.2,29.2,2.724,1.1,0.0031,0
19790707,23519.4,25.1,33.1,3.214,2.4,0.4283,0
19790708,11907.6,21.9,29.9,3.164,3.6,2.0446,0
19790709,8393.8,18.2,26.2,2.409,4.8,1.2665,0
19790710,25958.9,21.8,29.8,2.767,2.0,0.0001,0
19790711,26389.6,25.6,33.6,3.157,2.9,0.0006,0
19790712,24682.8,25.8,33.8,3.068,6.0,0.1230,0
19790713,23135.3,24.7,32.7,3.239,3.4,2.3415,0
19790714,25390.8,27.0,35.0,3.663,2.3,0.1897,0
19790715,10703.6,21.8,29.8,3.051,3.4,3.0955,0
19790716,8878.0,21.4,29.4,2.936,2.6,2.1803,0
19790717,17239.8,23.7,31.7,3.045,1.2,0.0430,0
19790718,25930.8,24.0,32.0,3.068,2.1,0.0255,0
19790719,22453.6,24.1,32.1,3.124,1.6,0.3434,0
19790720,21081.2,24.9,32.9,3.120,0.9,0.0130,0
19790721,6705.5,18.9,26.9,2.662,1.5,2.7829,0
19790722,25230.1,22.7,30.7,2.973,1.3,0.2437,0
19790723,25530.3,25.0,33.0,3.388,1.8,0.0265,0
19790724,15056.9,25.1,33.1,3.432,2.2,0.0465,0
19790725,23580.3,24.2,32.2,3.243,2.0,0.2813,0
19790726,25065.1,25.2,33.2,3.375,2.7,0.0916,0
19790727,25567.9,25.6,33.6,3.472,3.0,0.0174,0
19790728,25333.8,27.0,35.0,3.516,2.0,0.0034,0
19790729,25835.3,26.6,34.6,3.449,2.4,0.0000,0
19790730,18414.9,24.7,32.7,3.405,2.6,0.4947,0
19790731,19014.5,23.9,31.9,3.311,2.4,2.8197,0
19790801,23986.4,25.7,33.7,3.493,2.1,0.1927,0
19790802,25272.9,25.6,33.6,3.503,3.6,0.0358,0
19790803,23839.9,27.2,35.2,3.570,1.9,0.0818,0
19790804,25354.1,27.0,35.0,3.503,2.7,0.0288,0
19790805,25298.4,27.3,35.3,3.542,2.9,0.0013,0
19790806,24331.5,26.5,34.5,3.280,2.2,0.0119,0
19790807,22867.1,26.7,34.7,3.594,2.0,0.1011,0
19790808,24372.6,26.2,34.2,3.464,3.2,0.0052,0
19790809,24360.5,27.0,35.0,3.597,2.9,0.0347,0
19790810,21067.8,24.8,32.8,3.250,1.8,0.6361,0
19790811,25237.9,26.8,34.8,3.272,1.5,0.0000,0
19790812,20521.7,24.6,32.6,3.182,1.6,0.2809,0
19790813,15162.3,23.0,31.0,3.190,1.2,1.5203,0
19790814,13836.5,23.6,31.6,3.247,2.2,0.8888,0
19790815,19358.8,24.5,32.5,3.343,2.6,0.0104,0
19790816,22090.3,23.6,31.6,3.117,3.3,0.0868,0
19790817,21585.3,22.9,30.9,2.912,2.4,0.0101,0
19790818,22102.4,23.2,31.2,2.885,1.6,0.0080,0
19790819,22902.5,23.5,31.5,2.749,2.4,0.0063,0
19790820,8503.9,19.4,27.4,2.611,3.5,0.5686,0
19790821,10081.6,19.5,27.5,2.571,2.8,0.0150,0
19790822,14633.1,21.9,29.9,2.816,2.5,0.0376,0
19790823,5798.7,20.5,28.5,2.882,3.8,0.4078,0
19790824,21114.9,22.7,30.7,2.974,2.5,0.2059,0
19790825,23309.9,24.2,32.2,2.972,1.4,0.0014,0
19790826,22490.8,23.7,31.7,2.888,3.9,0.7137,0
19790827,9349.8,17.6,25.6,1.949,2.7,0.1881,0
19790828,24481.0,20.1,28.1,2.143,2.2,0.0000,0
19790829,5690.7,16.3,24.3,2.228,3.2,0.6045,0
19790830,5223.3,17.1,25.1,2.396,3.1,0.5469,0
19790831,5158.5,16.8,24.8,2.404,2.1,0.5094,0
19790901,7629.1,16.6,24.6,2.186,1.6,0.0480,0
19790902,22309.8,17.2,25.2,1.883,3.0,0.0002,0
19790903,17596.2,19.0,27.0,2.275,1.2,0.1643,0
19790904,5678.6,16.2,24.2,2.186,2.5,3.1205,0
19790905,3266.4,14.7,22.7,2.137,3.0,8.1108,0
19790906,10944.7,18.6,26.6,2.398,0.6,0.0258,0
19790907,5428.5,18.2,26.2,2.447,1.0,0.1974,0
19790908,21047.9,18.1,26.1,2.195,2.5,0.0011,0
19790909,21052.7,18.9,26.9,2.087,2.9,0.0004,0
19790910,20980.9,19.3,27.3,2.070,3.9,0.0000,0
19790911,19724.3,20.0,28.0,2.433,2.3,0.0424,0
19790912,9161.0,20.3,28.3,2.756,1.8,0.8671,0
19790913,4704.9,16.5,24.5,2.325,2.8,2.2401,0
19790914,4752.0,16.7,24.7,2.394,2.2,1.2572,0
19790915,4681.2,13.5,21.5,1.962,2.6,0.7596,0
19790916,4965.4,13.7,21.7,1.965,2.9,0.1517,0
19790917,4749.0,14.2,22.2,2.000,1.2,0.3379,0
19790918,5001.3,16.7,24.7,2.280,1.6,0.0117,0
19790919,9345.0,19.9,27.9,2.669,1.9,0.0317,0
19790920,12838.2,20.8,28.8,2.795,1.7,0.7948,0
19790921,4914.9,16.1,24.1,2.108,2.6,0.4394,0
19790922,5113.6,14.4,22.4,1.909,2.7,0.9818,0
19790923,4294.1,10.4,18.4,1.594,4.1,2.2600,0
19790924,12551.3,12.6,20.6,1.652,1.4,0.0608,0
19790925,18487.9,14.7,22.7,1.763,1.7,0.0001,0
19790926,18301.7,14.6,22.6,1.603,2.4,0.0001,0
19790927,17078.3,14.6,22.6,1.588,1.8,0.0000,0
19790928,16365.0,14.8,22.8,1.500,1.7,0.0000,0
19790929,14236.1,13.9,21.9,1.524,1.0,0.0000,0
19790930,18748.4,15.8,23.8,1.636,2.0,0.0000,0
19791001,19148.4,16.0,24.0,1.585,3.4,0.0000,0
19791002,18777.3,14.1,22.1,1.610,2.7,0.0015,0
19791003,18543.2,14.1,22.1,1.454,2.4,0.0066,0
19791004,18648.1,14.0,22.0,1.354,2.1,0.0000,0
19791005,18841.7,12.4,20.4,1.258,2.2,0.0000,0
19791006,18444.2,13.5,21.5,1.262,1.5,0.0002,0
19791007,17462.3,14.1,22.1,1.441,1.2,0.0021,0
19791008,17623.9,14.5,22.5,1.550,0.6,0.0000,0
19791009,17606.2,15.3,23.3,1.483,1.2,0.0000,0
19791010,17475.3,16.5,24.5,1.534,2.0,0.0000,0
19791011,17462.3,17.1,25.1,1.606,1.3,0.0000,0
19791012,17294.3,16.7,24.7,1.626,3.0,0.0000,0
19791013,16533.1,15.8,23.8,1.440,3.4,0.0003,0
19791014,17085.2,15.5,23.5,1.600,2.2,0.0000,0
19791015,16105.8,15.4,23.4,1.578,3.8,0.0001,0
19791016,15255.2,14.5,22.5,1.573,2.7,0.0002,0
19791017,15341.2,14.9,22.9,1.592,2.8,0.0002,0
19791018,15673.0,11.7,19.7,1.222,2.0,0.0013,0
19791019,16489.0,14.3,22.3,1.154,2.7,0.0000,0
19791020,16431.1,10.6,18.6,0.772,4.9,0.0000,0
19791021,16632.9,9.2,17.2,0.758,2.3,0.0000,0
19791022,16152.0,13.1,21.1,1.013,2.8,0.0038,0
19791023,12734.1,15.3,23.3,1.133,3.2,0.0007,0
19791024,15775.8,14.9,22.9,1.126,2.2,0.0000,0
19791025,11898.2,13.2,21.2,1.196,2.1,0.0000,0
19791026,15662.2,12.8,20.8,0.997,1.6,0.0000,0
19791027,15420.7,16.4,24.4,1.091,3.6,0.0000,0
19791028,15315.7,18.0,26.0,1.230,3.9,0.0000,0
19791029,14701.0,13.0,21.0,1.402,2.4,0.0000,0
19791030,14612.4,15.3,23.3,1.350,1.4,0.0000,0
19791031,14720.4,16.5,24.5,1.290,2.0,0.0000,0
19791101,14526.0,15.4,23.4,1.367,1.5,0.0000,0
19791102,14543.3,16.5,24.5,1.228,2.4,0.0000,0
19791103,14259.9,14.1,22.1,1.363,1.8,0.0000,0
19791104,11530.9,11.7,19.7,1.238,4.6,0.5851,0
19791105,14727.3,6.5,14.5,0.675,3.0,0.0000,0
19791106,14346.7,11.2,19.2,0.871,3.1,0.0000,0
19791107,14170.9,11.3,19.3,0.991,3.4,0.0000,0
19791108,13661.1,13.5,21.5,1.234,2.3,0.0000,0
19791109,13367.4,14.6,22.6,1.522,2.0,0.0000,0
19791110,4890.7,8.0,16.0,0.873,6.5,0.0025,0
19791111,4856.1,2.9,10.9,0.713,2.7,0.0008,0
19791112,11815.6,3.3,11.3,0.535,2.4,0.0000,0
19791113,13593.3,2.5,10.5,0.456,2.7,0.0000,0
19791114,9584.3,4.8,12.8,0.559,3.2,0.0012,0
19791115,8049.0,7.9,15.9,0.705,1.9,0.0012,0
19791116,9536.8,8.2,16.2,0.817,2.6,0.3612,0
19791117,3112.1,-0.5,7.5,0.706,4.3,0.2718,0
19791118,13037.8,-1.7,6.3,0.492,4.0,0.0000,0
19791119,12786.8,2.5,10.5,0.674,2.8,0.0000,0
19791120,11550.4,5.5,13.5,0.852,2.6,0.0046,0
19791121,9317.4,4.6,12.6,0.577,4.0,0.0051,0
19791122,4210.7,-0.6,7.4,0.443,2.7,0.0000,0
19791123,12657.2,1.3,9.3,0.460,3.6,0.0000,0
19791124,11281.7,4.5,12.5,0.558,4.6,0.0000,0
19791125,12766.0,-0.7,7.3,0.405,3.2,0.0000,0
19791126,6759.5,0.1,8.1,0.508,2.1,0.0000,0
19791127,12171.6,4.7,12.7,0.467,5.3,0.0000,0
19791128,12458.4,-0.9,7.1,0.356,2.2,0.0000,0
19791129,12598.0,-1.0,7.0,0.376,3.2,0.0000,0
19791130,9653.5,-0.1,7.9,0.481,2.1,0.0001,0
19791201,11792.7,2.8,10.8,0.500,2.2,0.0000,0
19791202,2633.5,3.3,11.3,0.643,3.1,0.0342,0
19791203,2825.3,1.1,9.1,0.819,2.7,0.2642,0
19791204,8547.6,1.5,9.5,0.837,1.0,0.0036,0
19791205,4900.6,1.3,9.3,0.834,1.3,0.0057,0
19791206,7979.5,2.8,10.8,0.894,1.5,0.0001,0
19791207,6874.4,1.4,9.4,0.829,0.7,0.0002,0
19791208,5936.5,3.3,11.3,0.870,1.8,0.0750,0
19791209,8468.1,3.7,11.7,0.868,1.1,0.0238,0
19791210,7387.6,4.4,12.4,0.857,3.3,0.0001,0
19791211,4420.7,1.4,9.4,0.692,3.6,0.0408,0
19791212,10442.3,-1.4,6.6,0.568,1.6,0.0000,0
19791213,10717.1,0.8,8.8,0.615,2.4,0.0000,0
19791214,10454.4,2.3,10.3,0.658,2.1,0.0000,0
19791215,10374.5,0.2,8.2,0.632,2.3,0.0000,0
19791216,6258.4,2.3,10.3,0.701,1.9,0.0000,0
19791217,6450.2,4.6,12.6,0.822,1.9,0.0016,0
19791218,2718.1,4.5,12.5,0.991,3.1,0.6162,0
19791219,9856.5,6.0,14.0,0.979,3.3,0.0016,0
19791220,2912.5,2.5,10.5,0.899,5.9,1.2020,0
19791221,2498.7,1.6,9.6,0.849,2.7,0.0021,0
19791222,2530.7,1.7,9.7,0.854,2.9,0.9388,0
19791223,2627.9,0.8,8.8,0.769,2.2,0.0061,0
19791224,5636.3,-4.8,3.2,0.493,3.5,0.0112,0
19791225,11038.9,-2.4,5.6,0.523,3.7,0.0014,0
19791226,9976.6,-3.1,4.9,0.516,3.3,0.0000,0
19791227,9610.3,-1.3,6.7,0.607,3.7,0.0000,0
19791228,8436.1,0.2,8.2,0.634,2.4,0.0000,0
19791229,10553.8,2.8,10.8,0.709,2.9,0.0000,0
19791230,9091.0,5.3,13.3,0.862,2.7,0.2080,0
19791231,2628.3,-4.7,3.3,0.560,5.5,1.2121,0
19800101,2595.5,-5.2,2.8,0.529,3.1,0.4814,0
19800102,2045.1,-4.4,3.6,0.576,1.2,0.0162,0
19800103,1795.8,-3.2,4.8,0.612,1.7,0.0119,0
19800104,6702.9,-4.0,4.0,0.537,2.3,0.0000,0
19800105,10835.9,-1.6,6.4,0.571,2.6,0.0001,0
19800106,10805.2,-2.0,6.0,0.443,3.8,0.0000,0
19800107,11491.2,-1.0,7.0,0.494,2.8,0.0000,0
19800108,5634.2,0.1,8.1,0.656,4.6,0.0000,0
19800109,10783.2,0.6,8.6,0.717,3.4,0.0004,0
19800110,2719.4,-4.8,3.2,0.547,4.5,0.0842,0
19800111,3744.1,-4.1,3.9,0.581,2.6,0.0166,0
19800112,2926.4,-3.1,4.9,0.575,1.9,0.0235,0
19800113,11316.7,-1.2,6.8,0.558,2.5,0.0000,0
19800114,12061.4,-0.1,7.9,0.490,3.4,0.0000,0
19800115,11770.7,2.0,10.0,0.570,3.0,0.0000,0
19800116,10995.3,0.4,8.4,0.582,2.1,0.0000,0
19800117,10130.4,-2.2,5.8,0.530,5.9,0.0000,0
19800118,4990.5,-3.2,4.8,0.585,3.4,0.1873,0
19800119,6008.7,-2.7,5.3,0.583,1.5,0.0003,0
19800120,11422.1,-0.1,7.9,0.563,2.8,0.0000,0
19800121,12610.5,-0.2,7.8,0.505,1.5,0.0000,0
19800122,12346.1,1.3,9.3,0.544,2.5,0.0000,0
19800123,7944.0,3.1,11.1,0.620,1.8,0.0000,0
19800124,5065.6,2.5,10.5,0.681,1.5,0.0014,0
19800125,3135.9,3.6,11.6,0.883,2.9,0.0007,0
19800126,11184.5,5.1,13.1,0.927,2.5,0.0004,0
19800127,3014.1,2.0,10.0,0.896,6.8,1.0157,0
19800128,3100.0,-3.0,5.0,0.623,5.9,0.8623,0
19800129,6262.7,-7.2,0.8,0.344,5.8,0.0892,0
19800130,11442.0,-11.6,-3.6,0.196,3.2,0.0001,0
19800131,13293.5,-7.6,0.4,0.285,3.3,0.0000,0
19800201,11764.7,-5.6,2.4,0.341,2.4,0.0000,0
19800202,11686.9,-5.4,2.6,0.396,1.8,0.0000,0
19800203,9949.0,-3.8,4.2,0.402,2.9,0.0003,0
19800204,11605.7,-6.5,1.5,0.269,4.7,0.0014,0
19800205,14266.8,-5.2,2.8,0.274,3.1,0.0000,0
19800206,7731.9,-6.6,1.4,0.264,2.8,0.0000,0
19800207,14293.6,-6.7,1.3,0.287,2.7,0.0000,0
19800208,13939.3,-5.6,2.4,0.302,2.2,0.0000,0
19800209,14968.4,-4.6,3.4,0.302,2.9,0.0000,0
19800210,13008.8,-2.4,5.6,0.432,2.2,0.0000,0
19800211,13964.8,0.3,8.3,0.424,2.0,0.0000,0
19800212,14624.5,1.5,9.5,0.500,2.2,0.0000,0
19800213,12088.2,0.7,8.7,0.523,3.3,0.0000,0
19800214,13884.5,-1.6,6.4,0.510,3.1,0.0000,0
19800215,14824.1,0.3,8.3,0.492,4.4,0.0000,0
19800216,14799.0,1.4,9.4,0.556,4.6,0.0054,0
19800217,4110.9,0.4,8.4,0.733,3.3,0.1964,0
19800218,8730.7,0.1,8.1,0.720,2.4,0.0001,0
19800219,6987.6,0.2,8.2,0.684,3.3,0.0017,0
19800220,10057.8,2.2,10.2,0.716,3.0,0.0008,0
19800221,14841.8,2.7,10.7,0.710,3.9,0.0000,0
19800222,15703.2,3.9,11.9,0.772,2.8,0.0000,0
19800223,10945.2,3.5,11.5,0.807,2.4,0.0005,0
19800224,10181.8,4.8,12.8,0.955,4.4,0.1155,0
19800225,4195.2,5.4,13.4,1.105,2.4,0.3467,0
19800226,4120.9,2.2,10.2,0.854,2.2,0.0127,0
19800227,16227.2,4.8,12.8,0.783,2.5,0.0000,0
19800228,16230.7,7.6,15.6,0.908,2.7,0.0008,0
19800229,4679.9,5.0,13.0,1.006,3.3,0.1158,0
19800301,15627.6,2.3,10.3,0.586,3.9,0.0013,0
19800302,4886.8,1.6,9.6,0.627,2.8,0.0759,0
19800303,4761.5,1.4,9.4,0.804,3.7,1.4044,0
19800304,4697.6,0.7,8.7,0.779,2.9,0.2634,0
