## Site Characteristics
Country = "China"; Station = "Wangjiaba_CMFD"; Description = "CMFD"
Source = "CMFD_3hr"; Contact = "hydrocraft"
Longitude = 115.6; Latitude = 32.43; Elevation = 28
AngstromA = 0.18; AngstromB = 0.55; HasSunshine = False
## Daily weather observations
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
1980-01-01,2538.0,-1.2,-0.7,0.539,2.9,5.15,0
1980-01-02,1987.2,-1.2,0.4,0.586,1.2,0.43,0
1980-01-03,2008.8,0.2,1.4,0.618,1.7,0.43,0
1980-01-04,6253.2,-1.5,2.3,0.554,2.3,0.00,0
1980-01-05,10951.2,-0.9,5.7,0.568,2.5,0.00,0
1980-01-06,10864.8,-1.7,6.6,0.442,3.7,0.00,0
1980-01-07,11556.0,-1.3,7.1,0.495,2.5,0.00,0
1980-01-08,4957.2,1.8,7.5,0.660,4.4,0.00,0
1980-01-09,10864.8,1.1,9.7,0.722,3.3,0.00,0
1980-01-10,2646.0,-1.5,1.8,0.559,4.7,1.28,0
1980-01-11,3769.2,-1.4,0.6,0.585,2.7,0.36,0
1980-01-12,2970.0,-1.6,3.4,0.584,2.0,0.31,0
1980-01-13,11329.2,-1.9,6.5,0.558,2.5,0.00,0
1980-01-14,12160.8,0.1,8.6,0.490,3.5,0.00,0
1980-01-15,11815.2,0.1,11.2,0.579,3.0,0.00,0
1980-01-16,10648.8,-0.4,12.2,0.598,2.2,0.00,0
1980-01-17,9180.0,-1.3,5.4,0.545,6.0,0.00,0
1980-01-18,5702.4,-1.4,2.3,0.593,3.8,1.38,0
1980-01-19,6026.4,-1.2,4.8,0.584,1.4,0.01,0
1980-01-20,11491.2,-1.8,9.6,0.567,2.8,0.00,0
1980-01-21,12646.8,-1.4,10.4,0.513,1.5,0.00,0
1980-01-22,12409.2,-0.5,10.9,0.557,2.7,0.00,0
1980-01-23,8866.8,0.9,13.1,0.639,1.8,0.00,0
1980-01-24,5086.8,3.3,9.2,0.698,1.4,0.02,0
1980-01-25,2894.4,4.9,9.7,0.901,3.1,0.01,0
1980-01-26,10972.8,5.5,14.1,0.940,2.4,0.00,0
1980-01-27,3056.4,4.7,8.1,0.913,6.7,8.96,0
1980-01-28,3121.2,-1.9,6.1,0.627,5.6,7.57,0
1980-01-29,5842.8,-7.8,-1.4,0.355,5.5,0.83,0
1980-01-30,11815.2,-9.3,-6.4,0.198,3.2,0.00,0
1980-01-31,13381.2,-8.0,-1.4,0.281,3.4,0.00,0
1980-02-01,12225.6,-4.4,0.0,0.342,2.4,0.00,0
1980-02-02,11998.8,-4.1,1.5,0.389,1.9,0.00,0
1980-02-03,10476.0,-3.5,3.4,0.399,2.8,0.00,0
1980-02-04,11761.2,-5.1,0.4,0.268,4.5,0.01,0
1980-02-05,14320.8,-5.5,2.0,0.272,3.1,0.00,0
1980-02-06,7711.2,-4.7,-0.9,0.271,2.8,0.00,0
1980-02-07,14882.4,-5.3,1.1,0.297,2.9,0.00,0
1980-02-08,13964.4,-5.4,3.0,0.297,2.2,0.00,0
1980-02-09,15130.8,-5.8,4.2,0.304,3.0,0.00,0
1980-02-10,12895.2,-3.4,7.2,0.428,2.2,0.00,0
1980-02-11,14072.4,-3.0,8.8,0.418,2.0,0.00,0
1980-02-12,14914.8,0.8,11.2,0.497,2.5,0.00,0
1980-02-13,11966.4,-0.8,10.8,0.525,3.3,0.00,0
1980-02-14,13672.8,-0.8,7.4,0.513,3.2,0.00,0
1980-02-15,15001.2,-1.3,9.8,0.495,4.6,0.00,0
1980-02-16,14677.2,0.9,9.1,0.565,4.8,0.06,0
1980-02-17,4093.2,3.7,5.6,0.729,3.5,2.17,0
1980-02-18,8110.8,-0.7,8.5,0.724,2.5,0.00,0
1980-02-19,6220.8,-0.1,6.9,0.684,3.3,0.01,0
1980-02-20,9968.4,3.2,8.9,0.715,3.0,0.01,0
1980-02-21,15292.8,3.0,11.7,0.708,4.3,0.00,0
1980-02-22,16005.6,2.5,13.1,0.778,2.9,0.00,0
1980-02-23,10659.6,3.6,11.9,0.803,2.5,0.01,0
1980-02-24,9655.2,3.4,11.4,0.959,4.6,1.07,0
1980-02-25,4266.0,8.2,11.2,1.110,2.6,4.23,0
1980-02-26,4006.8,4.9,7.6,0.864,2.0,0.43,0
1980-02-27,16578.0,4.1,12.4,0.782,2.5,0.00,0
1980-02-28,16156.8,6.4,15.9,0.909,3.0,0.00,0
1980-02-29,4838.4,3.5,12.4,1.012,3.2,1.72,0
1980-03-01,16210.8,2.7,9.8,0.605,4.1,0.01,0
1980-03-02,4860.0,3.9,7.6,0.638,2.9,0.68,0
1980-03-03,4514.4,3.7,8.0,0.814,3.8,14.71,0
1980-03-04,4611.6,3.5,5.9,0.781,3.1,3.60,0
1980-03-05,5724.0,4.9,8.4,0.859,2.2,0.18,0
1980-03-06,6598.8,6.2,9.1,0.926,2.5,0.03,0
1980-03-07,4741.2,6.6,8.3,0.984,4.7,12.32,0
1980-03-08,4514.4,4.5,9.5,0.994,4.4,8.51,0
1980-03-09,4784.4,4.6,6.8,0.802,3.1,0.02,0
1980-03-10,5119.2,1.0,3.7,0.637,6.7,1.81,0
1980-03-11,5108.4,1.1,3.4,0.669,3.7,2.73,0
1980-03-12,5292.0,0.2,3.8,0.582,3.6,2.77,0
1980-03-13,4903.2,1.1,2.0,0.627,1.7,0.90,0
1980-03-14,6598.8,1.6,6.7,0.683,1.3,0.02,0
1980-03-15,16534.8,3.0,10.5,0.792,1.9,0.05,0
1980-03-16,13834.8,4.5,11.4,0.981,1.9,0.67,0
1980-03-17,7441.2,7.4,13.1,1.143,2.3,0.88,0
1980-03-18,17884.8,5.5,12.2,0.908,5.3,0.03,0
1980-03-19,16092.0,6.0,16.0,1.160,2.4,1.30,0
1980-03-20,5346.0,3.6,10.8,0.888,6.0,9.76,0
1980-03-21,4006.8,0.4,3.2,0.654,5.9,21.35,0
1980-03-22,12841.2,1.4,7.9,0.723,1.6,0.01,0
1980-03-23,5335.2,3.6,7.0,0.774,1.7,0.00,0
1980-03-24,17917.2,2.8,10.1,0.586,2.4,0.00,0
1980-03-25,21546.0,4.9,12.4,0.822,2.6,0.01,0
1980-03-26,21135.6,6.9,15.2,0.767,2.1,0.00,0
1980-03-27,21924.0,8.0,16.2,0.894,3.4,0.00,0
1980-03-28,5518.8,9.2,11.5,1.171,1.8,3.69,0
1980-03-29,14860.8,9.6,16.8,1.284,3.4,0.00,0
1980-03-30,5497.2,7.9,10.5,1.124,4.6,10.11,0
1980-03-31,11124.0,7.5,13.4,1.012,3.1,3.86,0
1980-04-01,22971.6,9.0,17.6,0.996,4.8,0.00,0
1980-04-02,23112.0,11.1,21.1,1.233,2.3,0.02,0
1980-04-03,12798.0,12.8,19.6,1.515,3.5,1.01,0
1980-04-04,6188.4,15.7,21.4,1.960,2.7,11.24,0
1980-04-05,3488.4,2.5,17.7,1.137,5.4,12.31,0
1980-04-06,22798.8,4.1,13.0,0.975,3.7,0.21,0
1980-04-07,22345.2,7.8,23.0,1.559,2.8,0.00,0
1980-04-08,12700.8,11.5,20.3,1.548,4.3,0.04,0
1980-04-09,20023.2,7.4,15.6,0.987,4.8,0.00,0
1980-04-10,24375.6,9.0,18.1,1.213,3.8,0.50,0
1980-04-11,5950.8,12.7,16.8,1.465,2.8,1.81,0
1980-04-12,5778.0,10.3,15.9,1.411,4.6,1.52,0
1980-04-13,6868.8,0.4,6.8,0.720,5.3,2.75,0
1980-04-14,24386.4,3.1,10.6,0.853,2.3,0.00,0
1980-04-15,23284.8,5.7,15.2,0.808,5.5,0.00,0
1980-04-16,25239.6,7.1,16.3,0.923,2.8,0.00,0
1980-04-17,23716.8,15.6,26.7,1.436,6.0,0.00,0
1980-04-18,25002.0,17.0,29.3,1.439,7.2,0.00,0
1980-04-19,18792.0,12.1,21.7,1.019,2.2,0.00,0
1980-04-20,22042.8,14.5,22.5,0.870,2.6,0.00,0
1980-04-21,6652.8,10.0,15.8,1.100,2.5,0.02,0
1980-04-22,20466.0,11.4,20.7,1.319,2.6,0.00,0
1980-04-23,16405.2,12.0,18.4,0.899,5.5,1.09,0
1980-04-24,6620.4,6.4,11.8,0.883,4.7,6.90,0
1980-04-25,14526.0,7.3,13.0,0.986,4.2,0.00,0
1980-04-26,7128.0,10.4,15.1,1.195,3.9,1.46,0
1980-04-27,19170.0,12.7,17.7,1.448,2.9,1.29,0
1980-04-28,22896.0,12.9,21.9,1.512,3.4,0.00,0
1980-04-29,23209.2,13.3,21.1,1.586,2.5,0.00,0
1980-04-30,24624.0,15.5,25.6,1.598,3.3,0.00,0
1980-05-01,23457.6,18.1,26.3,1.631,4.1,0.12,0
1980-05-02,14364.0,18.3,25.2,2.062,3.6,0.02,0
1980-05-03,24148.8,17.6,28.8,1.892,2.9,0.01,0
1980-05-04,14947.2,14.2,26.1,1.432,2.7,0.00,0
1980-05-05,25909.2,16.1,28.3,1.335,2.3,0.00,0
1980-05-06,9223.2,12.5,19.4,1.023,5.9,1.65,0
1980-05-07,12409.2,11.2,17.3,1.245,2.7,0.11,0
1980-05-08,25563.6,12.4,21.6,1.288,1.1,0.00,0
1980-05-09,26794.8,15.0,24.5,1.264,2.2,0.00,0
1980-05-10,26449.2,18.3,27.2,1.653,2.8,0.61,0
1980-05-11,6372.0,14.7,18.8,1.855,2.6,12.56,0
1980-05-12,26017.2,17.8,27.6,2.089,3.2,0.31,0
1980-05-13,25336.8,22.1,30.7,2.563,3.7,9.98,0
1980-05-14,5529.6,12.4,24.2,2.032,4.4,18.18,0
1980-05-15,26762.4,15.1,22.3,1.357,2.6,0.00,0
1980-05-16,13888.8,10.9,19.3,1.088,2.6,0.00,0
1980-05-17,27172.8,15.2,21.9,1.210,4.1,0.00,0
1980-05-18,8575.2,14.1,20.5,1.508,2.2,2.84,0
1980-05-19,9482.4,13.7,18.7,1.635,2.7,0.28,0
1980-05-20,24127.2,15.8,23.5,1.705,2.3,0.00,0
1980-05-21,26665.2,17.1,25.6,1.812,3.9,0.00,0
1980-05-22,15865.2,18.6,25.6,2.156,1.3,1.03,0
1980-05-23,21600.0,21.1,30.3,2.568,2.9,14.69,0
1980-05-24,7678.8,22.5,27.2,2.936,3.3,55.03,0
1980-05-25,11804.4,13.8,26.5,1.937,5.6,8.68,0
1980-05-26,27108.0,16.0,25.5,1.447,4.4,0.00,0
1980-05-27,28047.6,18.4,27.2,1.452,7.0,0.00,0
1980-05-28,26460.0,20.5,29.7,1.988,4.3,0.00,0
1980-05-29,27313.2,21.5,32.7,2.209,2.9,0.00,0
1980-05-30,27345.6,22.9,32.9,2.406,3.1,0.00,0
1980-05-31,16578.0,18.6,28.7,2.493,6.4,27.29,0
1980-06-01,12430.8,15.1,22.1,1.766,4.5,1.62,0
1980-06-02,27993.6,17.8,28.4,1.712,4.3,0.00,0
1980-06-03,28026.0,19.6,30.5,1.887,2.9,0.00,0
1980-06-04,27615.6,20.6,32.0,2.027,2.8,0.00,0
1980-06-05,26881.2,24.6,32.1,2.471,2.8,0.12,0
1980-06-06,16383.6,22.4,29.1,2.678,3.3,1.53,0
1980-06-07,22690.8,22.3,30.5,2.631,1.7,0.35,0
1980-06-08,24386.4,24.7,34.0,2.202,2.0,0.00,0
1980-06-09,7149.6,18.1,28.4,2.273,3.8,14.28,0
1980-06-10,10173.6,18.2,22.1,2.117,2.4,8.10,0
1980-06-11,10540.8,20.7,25.4,2.400,1.6,3.12,0
1980-06-12,19774.8,20.1,26.2,2.403,2.9,0.43,0
1980-06-13,19785.6,21.6,26.8,2.563,2.0,0.07,0
1980-06-14,25920.0,23.0,30.7,2.939,2.8,0.00,0
1980-06-15,25725.6,28.4,34.6,2.963,5.5,1.24,0
1980-06-16,15552.0,21.3,33.2,2.679,5.1,18.06,0
1980-06-17,13186.8,22.1,27.5,2.581,2.7,9.23,0
1980-06-18,7732.8,18.9,23.5,2.222,1.7,12.87,0
1980-06-19,6285.6,19.1,20.5,2.161,1.2,22.55,0
1980-06-20,11080.8,20.4,24.8,2.342,1.3,0.07,0
1980-06-21,16826.4,19.8,25.4,2.382,3.0,0.00,0
1980-06-22,22604.4,23.2,28.8,2.780,1.2,0.06,0
1980-06-23,5281.2,22.2,25.3,2.766,4.2,64.35,0
1980-06-24,7095.6,20.2,24.1,2.607,3.0,37.98,0
1980-06-25,16351.2,21.7,26.1,2.590,2.3,8.83,0
1980-06-26,18068.4,21.6,27.3,2.605,2.9,13.44,0
1980-06-27,25272.0,26.1,32.9,3.177,2.1,6.18,0
1980-06-28,26794.8,27.3,34.3,3.300,2.9,0.00,0
1980-06-29,25844.4,27.1,34.3,3.343,3.4,0.01,0
1980-06-30,23511.6,26.1,33.1,3.490,3.5,27.75,0
1980-07-01,6663.6,22.9,27.7,2.981,1.7,21.31,0
1980-07-02,7786.8,21.6,25.5,2.539,3.4,1.01,0
1980-07-03,7722.0,19.6,25.3,2.431,3.9,7.50,0
1980-07-04,8186.4,20.0,23.5,2.464,1.7,2.77,0
1980-07-05,10713.6,22.7,27.4,2.736,1.2,0.01,0
1980-07-06,26352.0,25.1,31.9,2.935,1.3,0.00,0
1980-07-07,14256.0,25.7,30.6,3.135,1.9,0.00,0
1980-07-08,6490.8,18.5,25.2,2.423,4.0,35.37,0
1980-07-09,6544.8,21.9,23.9,2.738,1.6,2.54,0
1980-07-10,9255.6,21.6,28.1,2.880,2.2,0.50,0
1980-07-11,6544.8,22.0,24.2,2.701,3.0,1.85,0
1980-07-12,6825.6,20.7,23.3,2.464,3.7,1.53,0
1980-07-13,7192.8,20.7,24.5,2.367,2.1,0.13,0
1980-07-14,26416.8,22.5,29.3,2.663,1.6,0.02,0
1980-07-15,25758.0,25.4,31.4,2.958,1.8,0.61,0
1980-07-16,15897.6,25.1,30.9,3.105,2.1,0.98,0
1980-07-17,5842.8,22.0,24.0,2.667,2.5,59.66,0
1980-07-18,20800.8,23.4,27.6,2.895,1.9,0.75,0
1980-07-19,5691.6,23.0,25.8,2.870,1.7,17.27,0
1980-07-20,4082.4,22.9,24.7,2.796,2.3,27.43,0
1980-07-21,21189.6,24.5,30.5,3.087,2.7,1.67,0
1980-07-22,26265.6,25.7,33.3,3.319,2.8,0.44,0
1980-07-23,25563.6,27.2,34.4,3.560,4.4,0.00,0
1980-07-24,26589.6,26.2,34.5,3.194,5.5,0.00,0
1980-07-25,25995.6,25.8,34.4,3.280,3.9,3.99,0
1980-07-26,24926.4,27.1,35.2,3.546,3.0,0.00,0
1980-07-27,24159.6,28.8,36.4,3.707,2.2,0.46,0
1980-07-28,18910.8,25.2,32.7,3.310,2.4,29.03,0
1980-07-29,15044.4,24.9,29.9,3.074,3.0,1.59,0
1980-07-30,5324.4,22.9,25.0,2.824,2.8,24.50,0
1980-07-31,6555.6,23.6,26.4,2.978,2.7,6.16,0
1980-08-01,5961.6,24.2,25.0,3.019,2.5,19.34,0
1980-08-02,4590.0,23.7,26.3,2.930,4.5,15.12,0
1980-08-03,14914.8,22.3,27.0,2.695,3.5,2.66,0
1980-08-04,13964.4,22.2,26.4,2.445,2.5,0.15,0
1980-08-05,20358.0,19.9,27.2,2.460,2.3,0.59,0
1980-08-06,24354.0,21.0,27.9,2.533,1.4,0.11,0
1980-08-07,22831.2,23.2,28.9,2.707,1.3,0.06,0
1980-08-08,19677.6,22.0,29.5,2.786,1.5,2.08,0
1980-08-09,22971.6,24.8,30.6,2.928,0.7,0.21,0
1980-08-10,11124.0,24.4,29.8,2.952,1.2,1.31,0
1980-08-11,9104.4,22.7,29.3,2.789,1.3,51.39,0
1980-08-12,5864.4,22.0,27.4,2.829,1.5,0.73,0
1980-08-13,23900.4,23.9,31.2,2.867,1.4,2.28,0
1980-08-14,14018.4,22.1,30.0,2.842,2.0,1.21,0
1980-08-15,24526.8,23.7,30.3,2.727,2.7,0.84,0
1980-08-16,14418.0,23.2,29.5,2.714,1.4,0.29,0
1980-08-17,16524.0,23.1,27.4,2.786,1.6,0.99,0
1980-08-18,5994.0,22.1,25.0,2.731,2.1,8.66,0
1980-08-19,7419.6,22.1,25.0,2.677,1.9,0.72,0
1980-08-20,8769.6,22.7,27.2,2.834,1.6,3.64,0
1980-08-21,6955.2,22.8,25.2,2.733,1.8,3.34,0
1980-08-22,20250.0,23.6,28.0,2.897,2.7,0.89,0
1980-08-23,5626.8,24.4,25.6,3.053,4.4,20.14,0
1980-08-24,5832.0,21.3,27.8,2.813,4.0,37.80,0
1980-08-25,19623.6,20.8,27.0,2.499,2.5,0.58,0
1980-08-26,22734.0,23.1,28.2,2.623,1.7,0.00,0
1980-08-27,20325.6,23.3,29.1,2.733,3.8,0.00,0
1980-08-28,16858.8,22.6,27.8,2.663,3.2,0.04,0
1980-08-29,20563.2,23.4,29.2,2.642,3.3,0.29,0
1980-08-30,20617.2,23.9,31.1,2.825,0.7,0.01,0
1980-08-31,18198.0,24.1,31.8,2.784,1.8,0.60,0
1980-09-01,21837.6,22.9,32.9,2.789,4.0,0.02,0
1980-09-02,21956.4,24.5,33.5,2.912,2.1,0.00,0
1980-09-03,20822.4,25.6,32.5,3.007,2.4,0.28,0
1980-09-04,11718.0,20.1,31.8,2.555,3.9,3.11,0
1980-09-05,4914.0,16.3,17.5,1.848,2.1,20.49,0
1980-09-06,6080.4,17.0,21.1,2.004,0.7,11.23,0
1980-09-07,6944.4,19.0,23.6,2.268,1.4,1.18,0
1980-09-08,5227.2,15.4,22.6,2.040,3.4,11.71,0
1980-09-09,7063.2,15.2,20.8,1.753,2.5,0.01,0
1980-09-10,21027.6,17.5,25.4,1.931,2.3,0.00,0
1980-09-11,21297.6,19.7,28.1,2.186,3.0,0.00,0
1980-09-12,20466.0,19.5,30.6,2.327,2.8,0.00,0
1980-09-13,20746.8,21.4,30.9,2.388,2.6,0.00,0
1980-09-14,20595.6,22.1,31.5,2.534,2.0,0.00,0
1980-09-15,17625.6,18.6,26.6,2.093,4.4,0.37,0
1980-09-16,13392.0,19.0,24.5,1.744,1.8,0.04,0
1980-09-17,18532.8,18.2,25.7,1.824,1.6,0.00,0
1980-09-18,19386.0,18.5,26.3,1.826,2.6,0.00,0
1980-09-19,18651.6,17.1,26.7,1.789,3.2,0.00,0
1980-09-20,15498.0,17.3,24.2,1.852,4.2,0.38,0
1980-09-21,8240.4,17.4,22.9,2.014,2.2,1.22,0
1980-09-22,4914.0,17.3,20.2,1.891,1.5,1.56,0
1980-09-23,5076.0,15.8,21.1,1.935,1.8,0.02,0
1980-09-24,11286.0,16.0,23.2,1.912,1.2,0.02,0
1980-09-25,19731.6,16.8,27.0,1.649,3.0,0.00,0
1980-09-26,18316.8,17.6,24.9,1.860,2.9,0.06,0
1980-09-27,12722.4,16.2,23.4,1.763,3.3,0.00,0
1980-09-28,17906.4,14.9,23.9,1.610,3.4,0.00,0
1980-09-29,17906.4,16.7,25.4,1.693,2.4,0.00,0
1980-09-30,17258.4,17.5,25.2,1.802,3.6,0.00,0
1980-10-01,18867.6,17.2,25.6,1.439,5.2,0.00,0
1980-10-02,17139.6,17.0,24.5,1.475,4.7,0.00,0
1980-10-03,10800.0,18.1,23.5,1.799,3.3,0.78,0
1980-10-04,4406.4,17.0,21.0,2.004,1.5,13.71,0
1980-10-05,4071.6,17.1,19.6,2.002,1.9,8.04,0
1980-10-06,16621.2,16.6,24.1,1.974,3.3,0.13,0
1980-10-07,17528.4,18.2,27.5,2.137,3.4,0.00,0
1980-10-08,9720.0,16.4,23.3,1.998,5.8,0.32,0
1980-10-09,4579.2,15.2,21.8,1.988,5.4,47.48,0
1980-10-10,4179.6,14.7,17.1,1.667,2.8,4.51,0
1980-10-11,4093.2,15.6,18.1,1.901,3.4,1.22,0
1980-10-12,4266.0,15.2,19.1,1.832,3.5,0.18,0
1980-10-13,14223.6,15.4,20.7,1.758,1.5,0.02,0
1980-10-14,16200.0,14.4,21.8,1.596,3.8,0.00,0
1980-10-15,10994.4,15.8,22.6,1.878,1.8,9.79,0
1980-10-16,6652.8,14.2,20.8,1.823,0.5,0.02,0
1980-10-17,11372.4,13.6,22.8,1.922,1.6,0.00,0
1980-10-18,14839.2,14.9,24.1,1.801,1.7,0.05,0
1980-10-19,16200.0,15.8,25.1,1.702,3.0,0.00,0
1980-10-20,14817.6,15.4,23.7,1.871,3.1,0.13,0
1980-10-21,3920.4,13.2,16.4,1.440,4.9,0.04,0
1980-10-22,3942.0,13.0,15.1,1.462,1.9,0.20,0
1980-10-23,6058.8,13.0,17.6,1.610,1.6,0.27,0
1980-10-24,12873.6,8.7,20.4,1.197,5.1,0.09,0
1980-10-25,16524.0,8.3,14.9,0.741,4.2,0.00,0
1980-10-26,15886.8,8.4,19.8,0.918,3.1,0.00,0
1980-10-27,15541.2,8.8,21.6,0.976,2.4,0.00,0
1980-10-28,15044.4,10.9,23.7,1.126,2.2,0.00,0
1980-10-29,14288.4,11.8,19.9,1.204,3.0,0.01,0
1980-10-30,4784.4,9.5,16.6,1.294,3.4,0.04,0
1980-10-31,13683.6,10.4,17.3,1.207,3.3,0.31,0
1980-11-01,13186.8,6.7,17.6,1.011,4.3,0.00,0
1980-11-02,14526.0,8.3,17.4,0.918,2.7,0.00,0
1980-11-03,10778.4,9.3,18.1,1.016,2.7,0.00,0
1980-11-04,11134.8,11.2,21.2,1.156,3.7,0.00,0
1980-11-05,14331.6,9.9,23.7,1.154,2.3,0.00,0
1980-11-06,13791.6,10.9,24.0,1.272,2.0,0.00,0
1980-11-07,13802.4,7.3,19.9,0.750,4.1,0.00,0
1980-11-08,9039.6,7.2,12.8,0.612,2.1,0.08,0
1980-11-09,13824.0,8.6,17.6,0.867,3.7,0.00,0
1980-11-10,13662.0,9.0,21.6,1.010,3.4,0.00,0
1980-11-11,13564.8,10.8,23.9,1.067,3.9,0.01,0
1980-11-12,13165.2,5.0,17.3,0.729,5.3,0.00,0
1980-11-13,13932.0,6.0,14.0,0.554,4.6,0.00,0
1980-11-14,12906.0,7.3,18.5,0.805,2.8,0.00,0
1980-11-15,3391.2,6.3,13.7,0.925,1.4,0.00,0
1980-11-16,12430.8,6.6,20.1,1.017,1.6,0.00,0
1980-11-17,12646.8,9.6,21.0,1.199,3.2,0.00,0
1980-11-18,10508.4,8.8,17.7,1.287,3.2,0.00,0
1980-11-19,5799.6,10.3,15.3,1.339,3.1,1.09,0
1980-11-20,8532.0,11.4,17.6,1.398,2.6,0.49,0
1980-11-21,2991.6,12.0,15.3,1.446,2.1,0.18,0
1980-11-22,7581.6,10.3,18.0,1.329,1.9,0.04,0
1980-11-23,9936.0,10.1,19.4,1.273,2.2,2.09,0
1980-11-24,9568.8,3.8,12.8,0.932,1.8,0.14,0
1980-11-25,11739.6,5.2,14.1,0.883,4.1,0.24,0
1980-11-26,3078.0,8.3,11.4,1.042,1.2,0.33,0
1980-11-27,2916.0,4.7,13.1,1.052,2.3,2.53,0
1980-11-28,10465.2,4.6,14.9,1.008,2.2,0.00,0
1980-11-29,8110.8,7.4,17.0,1.163,3.4,0.38,0
1980-11-30,11124.0,7.6,16.6,0.979,1.7,0.00,0
1980-12-01,7333.2,5.6,18.2,0.920,5.1,1.36,0
1980-12-02,11491.2,4.2,11.0,0.620,2.6,0.00,0
1980-12-03,11210.4,1.0,9.7,0.549,3.2,0.00,0
1980-12-04,11340.0,1.0,11.3,0.548,2.3,0.00,0
1980-12-05,10238.4,3.7,14.6,0.697,1.6,0.00,0
1980-12-06,10810.8,3.3,16.4,0.760,1.5,0.00,0
1980-12-07,11037.6,3.2,17.3,0.795,1.9,0.00,0
1980-12-08,10594.8,-1.0,14.2,0.666,3.4,0.00,0
1980-12-09,11426.4,1.0,11.8,0.570,4.8,0.00,0
1980-12-10,11199.6,6.2,17.5,0.782,5.4,0.00,0
1980-12-11,10162.8,-2.1,12.1,0.407,5.9,0.00,0
1980-12-12,11394.0,-1.5,8.1,0.369,3.3,0.00,0
1980-12-13,11037.6,-5.9,8.5,0.421,2.9,0.00,0
1980-12-14,11037.6,-4.2,6.8,0.478,2.4,0.00,0
1980-12-15,2916.0,0.6,4.7,0.566,3.2,0.09,0
1980-12-16,10357.2,-0.7,8.0,0.651,2.7,0.00,0
1980-12-17,10270.8,0.7,10.8,0.727,1.9,0.00,0
1980-12-18,8823.6,-2.4,6.8,0.563,3.3,0.00,0
1980-12-19,10810.8,-3.1,7.9,0.469,1.4,0.00,0
1980-12-20,10389.6,-1.7,8.9,0.458,2.6,0.00,0
1980-12-21,11167.2,-0.1,11.7,0.541,2.9,0.00,0
1980-12-22,10551.6,-3.1,9.5,0.294,6.4,0.00,0
1980-12-23,11620.8,-4.1,4.8,0.265,2.2,0.00,0
1980-12-24,7160.4,-1.5,5.2,0.375,3.1,0.16,0
1980-12-25,9406.8,-4.8,7.3,0.313,2.4,0.00,0
1980-12-26,11523.6,-5.6,2.9,0.251,1.5,0.00,0
1980-12-27,11534.4,-5.4,3.3,0.224,3.3,0.00,0
1980-12-28,11426.4,-6.3,6.7,0.285,2.2,0.00,0
1980-12-29,11221.2,-6.4,6.1,0.292,1.5,0.00,0
1980-12-30,10098.0,-3.2,8.6,0.459,3.0,0.00,0
1980-12-31,11037.6,-1.9,14.8,0.433,4.7,0.00,0
1981-01-01,11134.8,-4.9,3.7,0.247,3.0,0.00,0
1981-01-02,11707.2,-5.9,2.6,0.225,2.4,0.00,0
1981-01-03,11232.0,-4.2,4.3,0.248,5.1,0.00,0
1981-01-04,8694.0,-3.9,4.7,0.346,4.9,0.05,0
1981-01-05,3067.2,-1.1,2.1,0.590,4.3,1.70,0
1981-01-06,3024.0,-1.1,1.0,0.498,2.4,0.40,0
1981-01-07,4698.0,-0.3,4.4,0.495,2.3,0.01,0
1981-01-08,10638.0,-1.2,7.1,0.627,1.8,0.25,0
1981-01-09,2829.6,-0.3,5.6,0.669,2.3,0.75,0
1981-01-10,11545.2,-2.4,7.1,0.342,4.4,0.00,0
1981-01-11,12225.6,-2.4,10.2,0.388,5.3,0.00,0
1981-01-12,12020.4,-0.3,12.4,0.464,4.4,0.00,0
1981-01-13,11566.8,-0.8,14.4,0.570,2.7,0.00,0
1981-01-14,11728.8,-1.8,16.9,0.661,5.4,0.00,0
1981-01-15,11858.4,-6.4,3.7,0.327,3.7,0.00,0
1981-01-16,12636.0,-6.8,3.4,0.284,2.2,0.00,0
1981-01-17,11469.6,-3.1,7.9,0.404,3.0,0.00,0
1981-01-18,9385.2,-0.5,8.1,0.474,2.5,0.02,0
1981-01-19,6868.8,0.1,5.4,0.538,4.0,0.00,0
1981-01-20,3099.6,-1.1,0.9,0.549,4.7,6.50,0
1981-01-21,2116.8,-1.3,0.4,0.531,4.0,0.05,0
1981-01-22,2300.4,0.0,2.6,0.591,5.3,5.16,0
1981-01-23,2764.8,-1.6,1.4,0.596,4.3,10.13,0
1981-01-24,3931.2,-2.3,-0.9,0.445,4.0,0.07,0
1981-01-25,3628.8,-3.3,-1.0,0.389,4.6,0.29,0
1981-01-26,2970.0,-5.2,-2.8,0.265,2.9,0.02,0
1981-01-27,3628.8,-4.6,-2.1,0.340,2.3,0.00,0
1981-01-28,12430.8,-5.3,3.6,0.422,1.5,0.00,0
1981-01-29,4514.4,-0.5,1.8,0.477,2.3,0.03,0
1981-01-30,3844.8,-1.0,1.0,0.494,1.8,0.08,0
1981-01-31,7149.6,-0.6,5.3,0.539,2.4,0.01,0
1981-02-01,12722.4,-1.2,9.2,0.574,2.4,0.00,0
1981-02-02,5508.0,-0.3,6.0,0.633,1.6,0.00,0
1981-02-03,11815.2,-1.5,5.1,0.503,3.4,0.00,0
1981-02-04,14029.2,-1.7,6.1,0.497,5.2,0.00,0
1981-02-05,6426.0,-0.4,4.3,0.594,2.1,0.00,0
1981-02-06,13996.8,-1.1,8.4,0.544,0.7,0.00,0
